#(id,length,speed,channel,from,to,isDuplex)
(5062, 20, 15, 2, 34, 44, 1)
(5063, 30, 12, 2, 35, 45, 1)
(5064, 24, 10, 3, 36, 46, 0)
(5065, 36, 12, 2, 37, 47, 1)
(5066, 36, 15, 1, 39, 49, 1)
(5067, 36, 15, 4, 40, 50, 1)
(5068, 30, 15, 4, 41, 42, 1)
(5069, 40, 12, 2, 42, 43, 1)
(5070, 24, 12, 2, 44, 45, 1)
(5071, 20, 12, 1, 45, 46, 1)
(5072, 36, 12, 2, 46, 47, 1)
(5073, 36, 10, 2, 47, 48, 1)
(5074, 40, 12, 1, 48, 49, 1)
(5075, 24, 12, 4, 49, 50, 1)
(5076, 30, 12, 2, 41, 51, 1)
(5077, 40, 10, 3, 42, 52, 1)
(5078, 24, 12, 1, 44, 54, 1)
(5079, 40, 12, 1, 45, 55, 1)
(5080, 36, 15, 3, 46, 56, 1)
(5081, 24, 10, 3, 47, 57, 1)
(5082, 24, 15, 3, 48, 58, 1)
(5083, 30, 10, 1, 49, 59, 1)
(5084, 40, 12, 2, 50, 60, 1)
(5085, 36, 15, 2, 51, 52, 1)
(5086, 36, 10, 1, 52, 53, 1)
(5087, 20, 10, 1, 53, 54, 1)
(5088, 36, 12, 2, 54, 55, 1)
(5089, 36, 10, 2, 55, 56, 0)
(5090, 40, 10, 3, 56, 57, 1)
(5091, 24, 12, 1, 57, 58, 1)
(5092, 30, 12, 1, 58, 59, 0)
(5093, 40, 12, 4, 59, 60, 1)
(5094, 40, 15, 1, 51, 61, 1)
(5095, 24, 12, 4, 52, 62, 1)
(5096, 24, 12, 4, 53, 63, 1)
(5097, 40, 12, 1, 54, 64, 0)
(5098, 20, 15, 4, 55, 65, 1)
(5099, 20, 10, 4, 56, 66, 1)
(5100, 20, 10, 1, 58, 68, 1)
(5101, 36, 10, 2, 60, 70, 1)
(5102, 40, 10, 4, 61, 62, 1)
(5103, 40, 12, 3, 62, 63, 0)
(5104, 30, 15, 4, 63, 64, 1)
(5105, 24, 12, 1, 64, 65, 1)
(5106, 20, 15, 1, 66, 67, 1)
(5107, 20, 12, 2, 67, 68, 1)
(5108, 30, 10, 3, 68, 69, 1)
(5109, 24, 12, 1, 69, 70, 1)
(5110, 40, 15, 2, 61, 71, 1)
(5111, 20, 15, 4, 62, 72, 1)
(5112, 40, 10, 4, 63, 73, 1)
(5113, 36, 15, 4, 64, 74, 1)
(5114, 36, 15, 4, 65, 75, 1)
(5115, 20, 15, 1, 66, 76, 1)
(5116, 20, 12, 1, 67, 77, 1)
(5117, 30, 12, 2, 68, 78, 1)
(5118, 40, 10, 3, 69, 79, 1)
(5119, 30, 10, 2, 70, 80, 1)
(5120, 36, 15, 1, 71, 72, 1)
(5121, 24, 10, 2, 72, 73, 1)
(5122, 20, 15, 1, 73, 74, 1)
(5123, 24, 15, 1, 74, 75, 1)
(5124, 36, 10, 4, 75, 76, 1)
(5125, 20, 12, 4, 76, 77, 1)
(5126, 30, 12, 3, 77, 78, 1)
(5127, 20, 15, 4, 78, 79, 0)
(5128, 20, 10, 3, 79, 80, 1)
(5129, 30, 10, 1, 71, 81, 1)
(5130, 20, 10, 1, 73, 83, 1)
(5131, 40, 15, 4, 74, 84, 0)
(5132, 40, 15, 1, 75, 85, 1)
(5133, 24, 12, 4, 76, 86, 1)
(5134, 40, 15, 4, 78, 88, 1)
(5135, 40, 10, 2, 80, 90, 1)
(5136, 36, 10, 2, 81, 82, 1)
(5137, 40, 10, 4, 82, 83, 0)
(5138, 36, 10, 2, 83, 84, 1)
(5139, 40, 15, 3, 84, 85, 1)
(5140, 30, 10, 1, 86, 87, 1)
(5141, 30, 12, 2, 87, 88, 0)
(5142, 40, 10, 3, 88, 89, 1)
(5143, 20, 15, 1, 89, 90, 1)
(5144, 24, 15, 1, 81, 91, 1)
(5145, 20, 10, 4, 82, 92, 1)
(5146, 24, 10, 2, 83, 93, 1)
(5147, 36, 12, 2, 84, 94, 1)
(5148, 40, 10, 3, 85, 95, 1)
(5149, 24, 12, 4, 87, 97, 1)
(5150, 40, 10, 1, 88, 98, 1)
(5151, 40, 12, 3, 89, 99, 1)
(5152, 30, 15, 4, 90, 100, 1)
(5153, 20, 10, 2, 91, 92, 1)
(5154, 40, 12, 2, 92, 93, 1)
(5155, 24, 10, 3, 93, 94, 1)
(5156, 36, 10, 1, 94, 95, 1)
(5157, 40, 12, 3, 95, 96, 1)
(5158, 20, 12, 2, 96, 97, 1)
(5159, 20, 15, 3, 97, 98, 1)
(5160, 30, 12, 4, 98, 99, 1)
(5161, 24, 15, 1, 99, 100, 1)
