#(id,from,to,speed,planTime)
(10167, 12, 80, 8, 84)
(10168, 63, 9, 4, 42)
(10169, 97, 41, 8, 39)
(10170, 100, 2, 6, 89)
(10171, 83, 40, 4, 13)
(10172, 24, 89, 4, 78)
(10173, 2, 80, 4, 10)
(10174, 91, 10, 4, 22)
(10175, 78, 12, 8, 88)
(10176, 96, 11, 6, 17)
(10177, 55, 10, 8, 57)
(10178, 84, 40, 4, 96)
(10179, 76, 1, 8, 83)
(10180, 45, 100, 8, 81)
(10181, 64, 9, 8, 47)
(10182, 58, 1, 6, 5)
(10183, 9, 52, 6, 17)
(10184, 69, 12, 4, 56)
(10185, 52, 9, 4, 84)
(10186, 46, 91, 8, 40)
(10187, 47, 92, 4, 2)
(10188, 61, 17, 4, 42)
(10189, 38, 92, 4, 99)
(10190, 22, 87, 8, 97)
(10191, 38, 92, 4, 91)
(10192, 72, 28, 6, 92)
(10193, 65, 20, 4, 77)
(10194, 22, 89, 4, 29)
(10195, 90, 4, 6, 76)
(10196, 4, 99, 8, 23)
(10197, 51, 10, 8, 33)
(10198, 32, 89, 8, 12)
(10199, 92, 28, 8, 96)
(10200, 15, 70, 8, 75)
(10201, 84, 30, 8, 82)
(10202, 7, 52, 4, 86)
(10203, 74, 19, 6, 98)
(10204, 82, 27, 6, 15)
(10205, 89, 12, 4, 36)
(10206, 66, 11, 6, 26)
(10207, 41, 98, 8, 23)
(10208, 54, 10, 8, 9)
(10209, 3, 79, 4, 1)
(10210, 67, 11, 8, 35)
(10211, 8, 51, 6, 69)
(10212, 100, 2, 4, 15)
(10213, 31, 89, 6, 1)
(10214, 44, 100, 8, 3)
(10215, 88, 13, 4, 95)
(10216, 71, 28, 8, 84)
(10217, 79, 3, 8, 6)
(10218, 43, 100, 6, 75)
(10219, 59, 4, 6, 84)
(10220, 82, 10, 8, 36)
(10221, 28, 72, 6, 56)
(10222, 23, 88, 4, 30)
(10223, 88, 11, 8, 19)
(10224, 5, 100, 4, 67)
(10225, 36, 91, 6, 44)
(10226, 55, 10, 8, 60)
(10227, 28, 72, 4, 98)
(10228, 46, 91, 4, 58)
(10229, 36, 91, 4, 1)
(10230, 80, 5, 8, 51)
(10231, 39, 94, 6, 16)
(10232, 12, 97, 8, 19)
(10233, 79, 23, 4, 10)
(10234, 8, 63, 6, 35)
(10235, 15, 80, 4, 91)
(10236, 5, 60, 8, 73)
(10237, 34, 99, 8, 13)
(10238, 56, 1, 4, 13)
(10239, 4, 79, 8, 12)
(10240, 37, 82, 4, 63)
(10241, 29, 73, 8, 88)
(10242, 85, 20, 4, 52)
(10243, 76, 21, 8, 16)
(10244, 29, 81, 8, 39)
(10245, 72, 30, 6, 10)
(10246, 42, 98, 6, 36)
(10247, 5, 60, 6, 37)
(10248, 38, 83, 6, 39)
(10249, 72, 18, 6, 79)
(10250, 100, 33, 6, 64)
(10251, 75, 20, 4, 45)
(10252, 43, 99, 4, 72)
(10253, 17, 62, 8, 94)
(10254, 67, 11, 6, 37)
(10255, 44, 100, 4, 18)
(10256, 67, 12, 6, 55)
(10257, 69, 12, 4, 19)
(10258, 11, 70, 8, 52)
(10259, 68, 3, 8, 29)
(10260, 75, 10, 4, 57)
(10261, 46, 91, 4, 80)
(10262, 45, 100, 8, 64)
(10263, 79, 11, 6, 69)
(10264, 49, 93, 4, 92)
(10265, 91, 7, 4, 57)
(10266, 79, 13, 6, 88)
(10267, 42, 97, 4, 10)
(10268, 50, 92, 8, 87)
(10269, 5, 60, 8, 21)
(10270, 25, 90, 6, 89)
(10271, 59, 1, 4, 42)
(10272, 32, 87, 4, 68)
(10273, 100, 35, 6, 30)
(10274, 85, 40, 6, 79)
(10275, 52, 8, 6, 6)
(10276, 15, 100, 4, 41)
(10277, 91, 10, 6, 33)
(10278, 16, 91, 4, 30)
(10279, 12, 88, 6, 10)
(10280, 18, 91, 6, 78)
(10281, 70, 15, 4, 14)
(10282, 84, 30, 6, 17)
(10283, 10, 72, 4, 1)
(10284, 28, 81, 8, 66)
(10285, 77, 21, 4, 46)
(10286, 6, 51, 4, 82)
(10287, 64, 20, 6, 32)
(10288, 86, 21, 4, 35)
(10289, 81, 39, 6, 59)
(10290, 79, 14, 8, 35)
(10291, 61, 6, 6, 76)
(10292, 64, 10, 6, 10)
(10293, 54, 9, 8, 88)
(10294, 80, 22, 6, 99)
(10295, 34, 90, 4, 73)
(10296, 26, 71, 8, 76)
(10297, 20, 84, 8, 32)
(10298, 16, 81, 8, 49)
(10299, 70, 2, 6, 88)
(10300, 70, 12, 4, 99)
(10301, 61, 7, 8, 60)
(10302, 61, 20, 8, 26)
(10303, 30, 82, 6, 46)
(10304, 61, 18, 4, 25)
(10305, 97, 41, 4, 70)
(10306, 62, 18, 4, 28)
(10307, 66, 11, 8, 78)
(10308, 3, 59, 4, 17)
(10309, 72, 18, 6, 36)
(10310, 38, 93, 6, 65)
(10311, 4, 99, 8, 73)
(10312, 47, 92, 8, 40)
(10313, 73, 20, 6, 30)
(10314, 87, 1, 8, 6)
(10315, 37, 82, 6, 69)
(10316, 59, 4, 4, 44)
(10317, 65, 20, 6, 52)
(10318, 97, 22, 4, 2)
(10319, 51, 6, 4, 53)
(10320, 97, 32, 8, 40)
(10321, 88, 3, 4, 4)
(10322, 22, 99, 8, 59)
(10323, 63, 9, 8, 16)
(10324, 19, 64, 8, 39)
(10325, 41, 97, 6, 19)
(10326, 23, 89, 8, 70)
(10327, 49, 94, 8, 71)
(10328, 22, 87, 8, 28)
(10329, 9, 54, 6, 48)
(10330, 81, 7, 4, 96)
(10331, 96, 21, 8, 76)
(10332, 38, 92, 6, 62)
(10333, 2, 99, 4, 40)
(10334, 61, 7, 6, 48)
(10335, 63, 18, 8, 57)
(10336, 38, 82, 8, 54)
(10337, 83, 8, 4, 21)
(10338, 52, 10, 8, 27)
(10339, 3, 79, 4, 94)
(10340, 97, 21, 4, 87)
(10341, 61, 18, 4, 51)
(10342, 70, 11, 8, 16)
(10343, 27, 81, 8, 91)
(10344, 86, 21, 6, 41)
(10345, 95, 10, 6, 16)
(10346, 68, 3, 6, 88)
(10347, 5, 80, 8, 95)
(10348, 73, 19, 4, 79)
(10349, 56, 1, 4, 22)
(10350, 98, 23, 6, 12)
(10351, 51, 7, 8, 66)
(10352, 19, 73, 8, 34)
(10353, 3, 89, 8, 90)
(10354, 85, 20, 8, 51)
(10355, 9, 83, 8, 43)
(10356, 31, 97, 4, 5)
(10357, 19, 64, 6, 41)
(10358, 34, 90, 6, 46)
(10359, 39, 82, 6, 96)
(10360, 19, 73, 8, 1)
(10361, 8, 91, 4, 40)
(10362, 15, 70, 6, 40)
(10363, 93, 50, 8, 37)
(10364, 18, 81, 4, 38)
(10365, 78, 11, 4, 85)
(10366, 64, 9, 6, 47)
(10367, 75, 10, 8, 30)
(10368, 44, 100, 8, 44)
(10369, 89, 2, 8, 39)
(10370, 1, 98, 8, 44)
(10371, 95, 20, 8, 11)
(10372, 41, 97, 6, 41)
(10373, 66, 1, 4, 16)
(10374, 64, 19, 4, 79)
(10375, 61, 16, 8, 2)
(10376, 83, 38, 8, 72)
(10377, 40, 93, 8, 44)
(10378, 79, 12, 4, 79)
(10379, 99, 14, 8, 49)
(10380, 66, 1, 6, 39)
(10381, 87, 21, 8, 14)
(10382, 24, 80, 8, 45)
(10383, 77, 21, 8, 46)
(10384, 76, 1, 4, 91)
(10385, 42, 97, 8, 3)
(10386, 34, 89, 8, 32)
(10387, 52, 10, 8, 72)
(10388, 14, 69, 8, 10)
(10389, 65, 10, 4, 74)
(10390, 94, 30, 4, 19)
(10391, 41, 100, 4, 48)
(10392, 67, 2, 8, 74)
(10393, 73, 30, 8, 95)
(10394, 46, 91, 4, 76)
(10395, 19, 91, 6, 93)
(10396, 3, 59, 6, 98)
(10397, 27, 71, 6, 73)
(10398, 78, 11, 4, 92)
(10399, 99, 12, 6, 49)
(10400, 61, 10, 4, 2)
(10401, 93, 40, 6, 29)
(10402, 70, 15, 6, 27)
(10403, 65, 20, 8, 37)
(10404, 71, 17, 4, 46)
(10405, 48, 93, 6, 2)
(10406, 13, 79, 6, 18)
(10407, 13, 99, 4, 53)
(10408, 89, 22, 4, 32)
(10409, 53, 8, 8, 72)
(10410, 39, 83, 6, 89)
(10411, 23, 80, 6, 82)
(10412, 36, 81, 6, 45)
(10413, 5, 70, 6, 40)
(10414, 16, 91, 8, 71)
(10415, 70, 3, 8, 65)
(10416, 54, 9, 4, 4)
(10417, 94, 30, 4, 36)
(10418, 72, 29, 4, 54)
(10419, 92, 40, 4, 77)
(10420, 72, 29, 4, 39)
(10421, 100, 33, 8, 97)
(10422, 65, 20, 4, 28)
(10423, 30, 95, 8, 73)
(10424, 83, 40, 6, 75)
(10425, 88, 32, 4, 16)
(10426, 25, 90, 8, 46)
(10427, 91, 6, 6, 2)
(10428, 90, 11, 8, 51)
(10429, 6, 61, 8, 96)
(10430, 17, 92, 8, 51)
(10431, 93, 20, 8, 15)
(10432, 25, 80, 6, 97)
(10433, 71, 8, 4, 5)
(10434, 62, 17, 4, 16)
(10435, 7, 82, 8, 34)
(10436, 90, 5, 4, 9)
(10437, 18, 63, 4, 44)
(10438, 96, 1, 8, 9)
(10439, 20, 71, 4, 97)
(10440, 63, 20, 8, 22)
(10441, 95, 30, 8, 62)
(10442, 27, 71, 6, 99)
(10443, 27, 92, 6, 45)
(10444, 93, 20, 6, 87)
(10445, 30, 71, 6, 27)
(10446, 19, 82, 4, 81)
(10447, 58, 3, 8, 69)
(10448, 36, 91, 6, 55)
(10449, 99, 31, 6, 34)
(10450, 32, 99, 6, 44)
(10451, 66, 1, 4, 65)
(10452, 84, 39, 8, 32)
(10453, 91, 10, 6, 56)
(10454, 34, 100, 4, 83)
(10455, 56, 1, 8, 98)
(10456, 74, 20, 8, 7)
(10457, 47, 91, 4, 2)
(10458, 5, 60, 6, 76)
(10459, 37, 91, 6, 37)
(10460, 72, 28, 6, 78)
(10461, 3, 60, 6, 71)
(10462, 83, 19, 8, 73)
(10463, 67, 11, 6, 30)
(10464, 41, 96, 8, 74)
(10465, 33, 98, 8, 19)
(10466, 52, 9, 4, 75)
(10467, 93, 49, 4, 44)
(10468, 48, 91, 4, 79)
(10469, 34, 99, 8, 23)
(10470, 21, 76, 8, 7)
(10471, 91, 16, 4, 55)
(10472, 54, 9, 8, 10)
(10473, 62, 7, 8, 98)
(10474, 55, 10, 4, 78)
(10475, 83, 30, 4, 78)
(10476, 56, 1, 4, 24)
(10477, 45, 100, 6, 27)
(10478, 19, 82, 8, 98)
(10479, 16, 71, 6, 19)
(10480, 3, 70, 8, 3)
(10481, 18, 62, 8, 48)
(10482, 64, 19, 4, 74)
(10483, 66, 11, 4, 52)
(10484, 31, 86, 8, 86)
(10485, 15, 80, 6, 97)
(10486, 61, 18, 8, 66)
(10487, 49, 94, 6, 47)
(10488, 83, 28, 8, 42)
(10489, 54, 9, 8, 39)
(10490, 35, 100, 8, 22)
(10491, 94, 30, 6, 61)
(10492, 56, 1, 4, 68)
(10493, 74, 20, 4, 49)
(10494, 29, 73, 8, 76)
(10495, 81, 19, 4, 30)
(10496, 62, 8, 4, 12)
(10497, 5, 70, 6, 57)
(10498, 8, 72, 4, 60)
(10499, 23, 99, 8, 50)
(10500, 73, 19, 8, 12)
(10501, 1, 87, 6, 23)
(10502, 64, 10, 8, 57)
(10503, 2, 87, 4, 38)
(10504, 48, 92, 8, 14)
(10505, 57, 2, 4, 67)
(10506, 36, 91, 6, 66)
(10507, 18, 81, 8, 2)
(10508, 42, 97, 6, 23)
(10509, 67, 1, 6, 64)
(10510, 54, 9, 4, 9)
(10511, 68, 13, 6, 23)
(10512, 92, 7, 8, 4)
(10513, 30, 82, 6, 27)
(10514, 6, 51, 6, 54)
(10515, 27, 81, 4, 73)
(10516, 18, 73, 4, 96)
(10517, 89, 2, 4, 5)
(10518, 34, 89, 8, 13)
(10519, 9, 92, 4, 77)
(10520, 42, 98, 4, 20)
(10521, 61, 19, 4, 2)
(10522, 7, 61, 4, 83)
(10523, 71, 28, 8, 94)
(10524, 67, 11, 8, 33)
(10525, 63, 10, 6, 25)
(10526, 40, 81, 4, 83)
(10527, 57, 2, 4, 97)
(10528, 55, 10, 4, 77)
(10529, 59, 1, 6, 65)
(10530, 40, 81, 6, 67)
(10531, 85, 10, 4, 68)
(10532, 57, 1, 6, 58)
(10533, 5, 70, 6, 54)
(10534, 39, 92, 8, 59)
(10535, 21, 78, 6, 31)
(10536, 22, 80, 4, 46)
(10537, 33, 99, 4, 76)
(10538, 11, 98, 4, 5)
(10539, 44, 100, 4, 65)
(10540, 59, 3, 8, 80)
(10541, 82, 30, 6, 71)
(10542, 50, 92, 6, 39)
(10543, 97, 22, 4, 28)
(10544, 63, 20, 6, 32)
(10545, 32, 100, 4, 77)
(10546, 74, 29, 6, 36)
(10547, 83, 9, 8, 11)
(10548, 16, 61, 6, 47)
(10549, 40, 81, 4, 57)
(10550, 14, 70, 4, 9)
(10551, 85, 20, 6, 67)
(10552, 17, 92, 8, 90)
(10553, 68, 13, 6, 78)
(10554, 18, 83, 4, 73)
(10555, 17, 61, 6, 47)
(10556, 18, 62, 4, 2)
(10557, 15, 80, 6, 42)
(10558, 93, 8, 8, 21)
(10559, 32, 99, 4, 1)
(10560, 66, 1, 6, 10)
(10561, 73, 30, 4, 91)
(10562, 60, 3, 4, 15)
(10563, 69, 3, 8, 37)
(10564, 17, 92, 8, 5)
(10565, 1, 96, 8, 2)
(10566, 85, 40, 4, 39)
(10567, 8, 53, 4, 93)
(10568, 9, 93, 4, 45)
(10569, 38, 81, 8, 74)
(10570, 76, 1, 8, 41)
(10571, 16, 71, 8, 43)
(10572, 82, 37, 4, 76)
(10573, 57, 1, 6, 2)
(10574, 60, 1, 8, 99)
(10575, 92, 9, 8, 62)
(10576, 71, 8, 6, 98)
(10577, 4, 60, 6, 17)
(10578, 53, 8, 8, 46)
(10579, 92, 10, 4, 13)
(10580, 10, 73, 4, 13)
(10581, 96, 41, 6, 75)
(10582, 81, 17, 6, 98)
(10583, 1, 67, 8, 50)
(10584, 87, 2, 6, 79)
(10585, 84, 39, 4, 66)
(10586, 42, 99, 8, 35)
(10587, 82, 17, 8, 98)
(10588, 14, 70, 4, 7)
(10589, 93, 49, 8, 24)
(10590, 64, 10, 8, 23)
(10591, 49, 91, 4, 76)
(10592, 61, 17, 4, 65)
(10593, 49, 92, 8, 85)
(10594, 48, 92, 4, 34)
(10595, 68, 1, 8, 72)
(10596, 87, 11, 6, 57)
(10597, 96, 31, 8, 73)
(10598, 24, 99, 6, 86)
(10599, 37, 91, 6, 25)
(10600, 78, 23, 6, 28)
(10601, 52, 8, 4, 97)
(10602, 33, 98, 4, 12)
(10603, 32, 87, 8, 90)
(10604, 81, 30, 8, 19)
(10605, 85, 40, 8, 15)
(10606, 14, 100, 4, 93)
(10607, 44, 99, 4, 93)
(10608, 22, 99, 8, 5)
(10609, 98, 43, 4, 53)
(10610, 42, 100, 4, 80)
(10611, 46, 91, 6, 14)
(10612, 11, 79, 6, 28)
(10613, 23, 100, 6, 78)
(10614, 75, 10, 6, 26)
(10615, 39, 93, 6, 16)
(10616, 17, 82, 4, 26)
(10617, 26, 81, 4, 74)
(10618, 48, 93, 8, 79)
(10619, 23, 99, 6, 88)
(10620, 58, 2, 6, 15)
(10621, 91, 46, 8, 53)
(10622, 97, 21, 8, 96)
(10623, 9, 52, 8, 35)
(10624, 39, 93, 8, 51)
(10625, 18, 62, 4, 65)
(10626, 56, 1, 4, 97)
(10627, 14, 90, 8, 44)
(10628, 27, 82, 6, 12)
(10629, 44, 99, 6, 27)
(10630, 69, 1, 4, 5)
(10631, 31, 88, 6, 66)
(10632, 44, 100, 4, 94)
(10633, 2, 68, 8, 11)
(10634, 10, 84, 6, 88)
(10635, 60, 5, 8, 28)
(10636, 63, 8, 8, 19)
(10637, 33, 89, 4, 65)
(10638, 73, 19, 6, 6)
(10639, 63, 20, 6, 58)
(10640, 18, 72, 4, 10)
(10641, 86, 21, 4, 41)
(10642, 30, 94, 8, 45)
(10643, 90, 24, 4, 47)
(10644, 64, 10, 8, 51)
(10645, 35, 100, 6, 94)
(10646, 83, 20, 8, 30)
(10647, 36, 81, 6, 60)
(10648, 67, 12, 8, 9)
(10649, 75, 10, 8, 2)
(10650, 59, 1, 4, 49)
(10651, 25, 100, 4, 88)
(10652, 42, 99, 8, 1)
(10653, 70, 15, 8, 54)
(10654, 38, 91, 8, 96)
(10655, 65, 20, 6, 55)
(10656, 36, 81, 4, 51)
(10657, 72, 18, 8, 4)
(10658, 55, 10, 8, 84)
(10659, 51, 7, 4, 2)
(10660, 63, 9, 4, 84)
(10661, 37, 82, 4, 9)
(10662, 50, 94, 6, 23)
(10663, 15, 100, 8, 46)
(10664, 39, 84, 4, 21)
(10665, 79, 24, 8, 65)
(10666, 32, 88, 8, 18)
(10667, 86, 11, 8, 46)
(10668, 90, 3, 6, 17)
(10669, 3, 60, 4, 60)
(10670, 1, 69, 8, 89)
(10671, 13, 79, 8, 64)
(10672, 98, 41, 4, 43)
(10673, 28, 83, 6, 24)
(10674, 17, 82, 8, 54)
(10675, 72, 18, 8, 97)
(10676, 86, 31, 4, 32)
(10677, 71, 8, 6, 80)
(10678, 70, 13, 6, 81)
(10679, 96, 11, 4, 12)
(10680, 38, 91, 4, 38)
(10681, 2, 78, 4, 28)
(10682, 30, 95, 6, 19)
(10683, 98, 1, 4, 58)
(10684, 79, 2, 8, 12)
(10685, 21, 100, 4, 19)
(10686, 40, 91, 8, 61)
(10687, 68, 2, 4, 59)
(10688, 26, 91, 4, 33)
(10689, 73, 19, 4, 90)
(10690, 63, 9, 4, 98)
(10691, 38, 82, 8, 99)
(10692, 74, 30, 4, 25)
(10693, 92, 9, 4, 17)
(10694, 93, 8, 8, 14)
(10695, 2, 79, 4, 31)
(10696, 82, 17, 4, 12)
(10697, 34, 99, 4, 15)
(10698, 57, 1, 6, 33)
(10699, 39, 81, 6, 42)
(10700, 19, 61, 8, 22)
(10701, 71, 26, 4, 28)
(10702, 60, 4, 8, 32)
(10703, 12, 89, 8, 15)
(10704, 39, 83, 8, 94)
(10705, 84, 9, 4, 13)
(10706, 75, 10, 6, 62)
(10707, 82, 29, 4, 98)
(10708, 100, 42, 4, 24)
(10709, 31, 98, 8, 39)
(10710, 100, 31, 4, 85)
(10711, 76, 1, 8, 73)
(10712, 79, 21, 4, 1)
(10713, 87, 31, 8, 98)
(10714, 68, 1, 6, 9)
(10715, 11, 69, 8, 12)
(10716, 88, 31, 6, 58)
(10717, 62, 10, 4, 34)
(10718, 5, 60, 6, 94)
(10719, 16, 81, 8, 68)
(10720, 7, 61, 6, 99)
(10721, 58, 2, 4, 88)
(10722, 81, 9, 4, 59)
(10723, 55, 10, 8, 23)
(10724, 53, 10, 6, 31)
(10725, 93, 18, 6, 17)
(10726, 66, 11, 6, 70)
(10727, 39, 84, 6, 21)
(10728, 39, 84, 4, 75)
(10729, 53, 9, 8, 18)
(10730, 53, 9, 4, 64)
(10731, 85, 20, 4, 11)
(10732, 52, 8, 8, 57)
(10733, 75, 10, 6, 51)
(10734, 27, 92, 4, 79)
(10735, 78, 11, 8, 79)
(10736, 99, 32, 8, 87)
(10737, 52, 7, 8, 93)
(10738, 88, 11, 8, 25)
(10739, 39, 82, 4, 59)
(10740, 36, 81, 6, 42)
(10741, 68, 13, 8, 49)
(10742, 86, 31, 8, 86)
(10743, 54, 10, 8, 73)
(10744, 32, 99, 4, 40)
(10745, 41, 99, 4, 58)
(10746, 21, 76, 6, 73)
(10747, 4, 99, 4, 78)
(10748, 13, 88, 4, 65)
(10749, 78, 21, 8, 98)
(10750, 73, 30, 8, 2)
(10751, 9, 93, 4, 52)
(10752, 3, 79, 6, 45)
(10753, 30, 93, 8, 89)
(10754, 49, 93, 4, 22)
(10755, 24, 79, 6, 37)
(10756, 52, 8, 4, 24)
(10757, 7, 91, 4, 35)
(10758, 26, 71, 4, 12)
(10759, 16, 91, 8, 74)
(10760, 4, 99, 8, 1)
(10761, 38, 83, 6, 80)
(10762, 75, 10, 4, 55)
(10763, 12, 67, 8, 24)
(10764, 43, 99, 6, 19)
(10765, 77, 1, 4, 75)
(10766, 57, 2, 6, 19)
(10767, 18, 91, 4, 29)
(10768, 85, 10, 6, 49)
(10769, 98, 41, 8, 96)
(10770, 87, 31, 6, 99)
(10771, 62, 10, 6, 12)
(10772, 88, 32, 4, 76)
(10773, 43, 100, 8, 26)
(10774, 24, 100, 6, 44)
(10775, 7, 92, 8, 85)
(10776, 69, 11, 6, 16)
(10777, 97, 2, 6, 54)
(10778, 57, 1, 6, 61)
(10779, 94, 40, 8, 86)
(10780, 73, 30, 8, 25)
(10781, 48, 93, 4, 35)
(10782, 54, 9, 4, 80)
(10783, 53, 8, 4, 91)
(10784, 86, 31, 4, 61)
(10785, 51, 10, 8, 37)
(10786, 23, 98, 8, 44)
(10787, 28, 71, 4, 17)
(10788, 33, 100, 8, 44)
(10789, 63, 18, 6, 42)
(10790, 42, 97, 6, 86)
(10791, 70, 4, 8, 28)
(10792, 22, 77, 8, 79)
(10793, 79, 1, 8, 87)
(10794, 22, 79, 8, 62)
(10795, 91, 16, 6, 22)
(10796, 30, 85, 8, 33)
(10797, 24, 100, 8, 90)
(10798, 96, 31, 4, 15)
(10799, 77, 11, 8, 44)
(10800, 47, 92, 4, 98)
(10801, 28, 82, 6, 29)
(10802, 84, 10, 6, 98)
(10803, 74, 20, 8, 44)
(10804, 29, 73, 4, 68)
(10805, 36, 91, 6, 22)
(10806, 75, 10, 4, 21)
(10807, 97, 2, 4, 30)
(10808, 93, 49, 4, 57)
(10809, 79, 24, 4, 59)
(10810, 75, 10, 4, 53)
(10811, 54, 10, 8, 26)
(10812, 48, 93, 4, 95)
(10813, 72, 18, 4, 76)
(10814, 74, 9, 4, 92)
(10815, 21, 76, 4, 79)
(10816, 30, 71, 4, 80)
(10817, 35, 90, 8, 3)
(10818, 95, 20, 6, 16)
(10819, 43, 100, 4, 63)
(10820, 78, 1, 4, 55)
