#(id,length,speed,channel,from,to,isDuplex)
(6521, 24, 10, 1, 1054, 811, 1)
(6522, 30, 10, 4, 1433, 1539, 1)
(6527, 20, 8, 4, 1157, 229, 1)
(6532, 24, 12, 2, 33, 1949, 0)
(6534, 36, 8, 3, 1697, 174, 1)
(6539, 20, 12, 2, 205, 500, 0)
(6543, 40, 10, 1, 996, 534, 1)
(6557, 30, 8, 1, 983, 599, 1)
(6571, 36, 12, 3, 1957, 718, 1)
(6573, 36, 12, 4, 1366, 244, 1)
(6581, 30, 10, 3, 1541, 1197, 1)
(6582, 30, 12, 4, 869, 1545, 1)
(6587, 30, 15, 1, 1157, 658, 1)
(6592, 24, 15, 1, 1761, 1586, 1)
(6600, 24, 8, 1, 1456, 1338, 1)
(6611, 40, 12, 4, 1186, 1811, 1)
(6639, 20, 8, 4, 327, 384, 1)
(6640, 24, 12, 4, 1795, 788, 1)
(6641, 20, 12, 3, 1459, 796, 1)
(6649, 30, 12, 3, 713, 330, 1)
(6655, 20, 10, 3, 1638, 1846, 1)
(6661, 24, 12, 3, 1951, 491, 1)
(6662, 24, 8, 2, 491, 1217, 1)
(6670, 36, 10, 3, 1077, 1539, 1)
(6678, 24, 15, 4, 1592, 1811, 1)
(6690, 20, 12, 2, 302, 1338, 1)
(6697, 40, 10, 2, 1837, 1331, 1)
(6701, 30, 10, 4, 339, 327, 1)
(6709, 40, 8, 2, 1446, 859, 1)
(6727, 36, 15, 1, 1937, 1295, 1)
(6732, 36, 10, 4, 1002, 500, 1)
(6746, 20, 8, 4, 196, 1352, 1)
(6753, 30, 8, 1, 618, 840, 1)
(6771, 36, 15, 2, 852, 449, 1)
(6785, 30, 12, 3, 1721, 1318, 1)
(6787, 20, 8, 1, 244, 869, 1)
(6792, 24, 15, 4, 1793, 718, 1)
(6797, 40, 8, 3, 260, 852, 1)
(6802, 20, 15, 1, 1556, 535, 1)
(6806, 20, 10, 2, 33, 594, 1)
(6811, 24, 10, 3, 1846, 1273, 1)
(6814, 30, 12, 1, 500, 294, 1)
(6816, 36, 10, 1, 1767, 482, 1)
(6853, 20, 15, 4, 594, 1592, 1)
(6878, 40, 8, 3, 594, 540, 1)
(6888, 24, 15, 2, 588, 1070, 1)
(6897, 36, 12, 3, 43, 1628, 0)
(6927, 24, 10, 1, 801, 996, 1)
(6930, 30, 15, 2, 1299, 174, 1)
(6933, 24, 15, 4, 1229, 1689, 1)
(6940, 24, 10, 4, 260, 1186, 1)
(6941, 24, 10, 3, 819, 618, 1)
(6943, 36, 15, 3, 535, 1855, 1)
(6944, 30, 12, 3, 1315, 92, 1)
(6947, 24, 10, 4, 1076, 665, 1)
(6949, 30, 15, 4, 1953, 1315, 1)
(6971, 36, 15, 3, 1214, 1586, 1)
(6975, 40, 12, 1, 618, 1991, 0)
(6984, 30, 10, 3, 337, 491, 1)
(6987, 20, 8, 4, 1439, 1197, 1)
