#(id,from,to,speed,planTime)
(10081, 15, 55, 6, 9)
(10082, 46, 5, 6, 9)
(10083, 53, 21, 2, 1)
(10084, 5, 62, 4, 9)
(10085, 29, 62, 2, 9)
(10086, 13, 45, 2, 5)
(10087, 47, 2, 8, 5)
(10088, 48, 16, 8, 5)
(10089, 34, 2, 4, 1)
(10090, 43, 5, 4, 5)
(10091, 20, 64, 8, 9)
(10092, 63, 13, 2, 3)
(10093, 13, 54, 8, 1)
(10094, 17, 58, 4, 3)
(10095, 25, 60, 6, 2)
(10096, 63, 10, 6, 6)
(10097, 47, 5, 2, 8)
(10098, 46, 6, 8, 7)
(10099, 39, 7, 2, 8)
(10100, 53, 13, 4, 8)
(10101, 45, 6, 2, 2)
(10102, 43, 3, 8, 4)
(10103, 10, 49, 8, 9)
(10104, 21, 54, 8, 5)
(10105, 38, 6, 8, 3)
(10106, 3, 38, 6, 4)
(10107, 21, 61, 6, 1)
(10108, 14, 50, 4, 8)
(10109, 6, 40, 8, 6)
(10110, 9, 55, 8, 8)
(10111, 50, 9, 8, 8)
(10112, 24, 57, 6, 9)
(10113, 28, 62, 6, 4)
(10114, 44, 6, 4, 5)
(10115, 48, 2, 8, 10)
(10116, 7, 40, 2, 9)
(10117, 17, 55, 8, 9)
(10118, 11, 60, 2, 4)
(10119, 58, 10, 8, 5)
(10120, 64, 7, 6, 1)
(10121, 42, 9, 8, 1)
(10122, 45, 6, 2, 2)
(10123, 42, 3, 8, 10)
(10124, 16, 50, 2, 5)
(10125, 7, 60, 2, 9)
(10126, 50, 4, 4, 10)
(10127, 1, 52, 4, 3)
(10128, 49, 16, 6, 10)
(10129, 10, 46, 2, 3)
(10130, 52, 17, 8, 1)
(10131, 23, 58, 2, 4)
(10132, 52, 11, 6, 2)
(10133, 51, 12, 8, 10)
(10134, 7, 48, 8, 2)
(10135, 22, 57, 6, 1)
(10136, 43, 7, 8, 5)
(10137, 25, 60, 2, 7)
(10138, 49, 16, 8, 7)
(10139, 11, 55, 6, 5)
(10140, 26, 61, 2, 4)
(10141, 2, 51, 6, 10)
(10142, 55, 15, 6, 1)
(10143, 41, 5, 4, 1)
(10144, 11, 50, 6, 4)
(10145, 5, 45, 6, 4)
(10146, 42, 9, 6, 1)
(10147, 51, 9, 6, 1)
(10148, 11, 46, 8, 2)
(10149, 9, 55, 2, 8)
(10150, 22, 62, 2, 1)
(10151, 16, 50, 2, 2)
(10152, 33, 1, 4, 5)
(10153, 17, 51, 4, 10)
(10154, 31, 63, 6, 10)
(10155, 52, 3, 6, 9)
(10156, 60, 2, 2, 6)
(10157, 64, 28, 4, 4)
(10158, 57, 21, 6, 4)
(10159, 48, 5, 8, 5)
(10160, 26, 61, 6, 3)
(10161, 35, 2, 6, 1)
(10162, 63, 20, 2, 10)
(10163, 40, 1, 8, 8)
(10164, 59, 3, 8, 4)
(10165, 39, 7, 4, 4)
(10166, 27, 60, 6, 7)
(10167, 50, 8, 6, 8)
(10168, 23, 55, 2, 9)
(10169, 40, 3, 8, 5)
(10170, 11, 56, 4, 6)
(10171, 17, 62, 4, 7)
(10172, 55, 22, 8, 2)
(10173, 39, 7, 6, 1)
(10174, 3, 55, 4, 1)
(10175, 60, 9, 4, 6)
(10176, 64, 30, 2, 9)
(10177, 47, 14, 2, 10)
(10178, 16, 50, 4, 1)
(10179, 3, 52, 6, 10)
(10180, 20, 54, 6, 10)
(10181, 40, 1, 6, 1)
(10182, 62, 15, 2, 3)
(10183, 31, 64, 6, 6)
(10184, 64, 5, 8, 8)
(10185, 39, 1, 4, 10)
(10186, 21, 61, 4, 1)
(10187, 25, 59, 8, 1)
(10188, 37, 4, 2, 7)
(10189, 30, 64, 8, 3)
(10190, 3, 56, 2, 1)
(10191, 59, 9, 6, 1)
(10192, 5, 43, 8, 6)
(10193, 51, 10, 2, 6)
(10194, 55, 18, 4, 2)
(10195, 21, 56, 4, 9)
(10196, 37, 3, 2, 9)
(10197, 57, 24, 8, 2)
(10198, 22, 59, 8, 8)
(10199, 45, 1, 6, 9)
(10200, 7, 49, 6, 7)
(10201, 59, 7, 4, 1)
(10202, 62, 25, 6, 7)
(10203, 24, 64, 6, 8)
(10204, 4, 56, 4, 1)
(10205, 20, 53, 6, 6)
(10206, 30, 63, 4, 4)
(10207, 29, 62, 8, 9)
(10208, 3, 50, 4, 5)
(10209, 60, 11, 6, 2)
(10210, 38, 3, 6, 2)
(10211, 60, 19, 8, 3)
(10212, 3, 40, 4, 10)
(10213, 33, 1, 6, 3)
(10214, 14, 58, 4, 3)
(10215, 56, 18, 8, 7)
(10216, 18, 52, 6, 7)
(10217, 25, 62, 4, 10)
(10218, 44, 9, 2, 3)
(10219, 32, 64, 6, 7)
(10220, 16, 51, 2, 8)
(10221, 55, 3, 6, 1)
(10222, 21, 57, 2, 1)
(10223, 43, 5, 8, 3)
(10224, 40, 2, 2, 6)
(10225, 49, 14, 4, 5)
(10226, 44, 10, 8, 7)
(10227, 63, 5, 2, 4)
(10228, 25, 62, 4, 5)
(10229, 58, 11, 2, 1)
(10230, 44, 6, 6, 6)
(10231, 44, 8, 4, 10)
(10232, 30, 63, 4, 2)
(10233, 9, 60, 4, 2)
(10234, 39, 2, 4, 8)
(10235, 60, 6, 6, 3)
(10236, 20, 54, 6, 1)
(10237, 60, 8, 8, 5)
(10238, 36, 3, 4, 10)
(10239, 15, 56, 4, 5)
(10240, 43, 10, 2, 8)
(10241, 64, 25, 6, 8)
(10242, 22, 60, 6, 10)
(10243, 19, 53, 4, 9)
(10244, 24, 63, 8, 6)
(10245, 19, 55, 4, 8)
(10246, 22, 58, 8, 5)
(10247, 15, 51, 6, 9)
(10248, 57, 24, 4, 1)
(10249, 42, 10, 8, 2)
(10250, 23, 59, 8, 9)
(10251, 40, 3, 8, 10)
(10252, 19, 61, 6, 7)
(10253, 16, 54, 2, 5)
(10254, 21, 57, 2, 5)
(10255, 8, 43, 4, 7)
(10256, 64, 13, 8, 9)
(10257, 61, 7, 6, 6)
(10258, 16, 49, 2, 8)
(10259, 42, 10, 6, 5)
(10260, 45, 3, 8, 6)
(10261, 25, 57, 6, 5)
(10262, 55, 12, 2, 5)
(10263, 55, 20, 2, 2)
(10264, 6, 58, 8, 1)
(10265, 7, 54, 8, 5)
(10266, 58, 12, 6, 4)
(10267, 45, 6, 4, 10)
(10268, 29, 64, 4, 9)
(10269, 33, 1, 4, 4)
(10270, 21, 59, 4, 6)
(10271, 25, 57, 8, 8)
(10272, 19, 58, 2, 7)
(10273, 63, 31, 2, 10)
(10274, 55, 12, 6, 1)
(10275, 5, 62, 2, 1)
(10276, 63, 18, 6, 5)
(10277, 46, 6, 6, 5)
(10278, 21, 58, 2, 2)
(10279, 38, 2, 4, 6)
(10280, 58, 1, 4, 9)
(10281, 22, 60, 4, 2)
(10282, 41, 2, 6, 6)
(10283, 49, 16, 6, 5)
(10284, 22, 63, 8, 10)
(10285, 19, 55, 6, 9)
(10286, 22, 57, 4, 3)
(10287, 64, 26, 2, 8)
(10288, 13, 50, 2, 4)
(10289, 5, 60, 6, 4)
(10290, 3, 39, 4, 6)
(10291, 17, 58, 8, 7)
(10292, 58, 5, 6, 9)
(10293, 25, 62, 2, 5)
(10294, 36, 3, 4, 2)
(10295, 49, 17, 8, 7)
(10296, 57, 1, 8, 3)
(10297, 54, 12, 2, 6)
(10298, 14, 57, 6, 8)
(10299, 21, 61, 6, 2)
(10300, 37, 5, 6, 2)
(10301, 60, 8, 4, 8)
(10302, 53, 9, 8, 6)
(10303, 61, 14, 8, 5)
(10304, 42, 5, 2, 4)
(10305, 56, 17, 6, 6)
(10306, 35, 2, 2, 8)
(10307, 14, 62, 6, 6)
(10308, 52, 18, 6, 3)
(10309, 11, 44, 2, 2)
(10310, 29, 63, 4, 6)
(10311, 16, 59, 2, 9)
(10312, 8, 57, 8, 7)
(10313, 64, 24, 4, 4)
(10314, 27, 63, 8, 7)
(10315, 21, 54, 6, 10)
(10316, 8, 64, 8, 4)
(10317, 2, 49, 6, 7)
(10318, 6, 45, 4, 7)
(10319, 11, 48, 2, 2)
(10320, 50, 12, 2, 10)
(10321, 35, 1, 2, 9)
(10322, 43, 9, 6, 1)
(10323, 23, 64, 6, 10)
(10324, 24, 56, 6, 7)
(10325, 45, 4, 8, 6)
(10326, 23, 57, 6, 6)
(10327, 38, 2, 2, 9)
(10328, 31, 63, 8, 4)
(10329, 1, 49, 4, 1)
(10330, 3, 62, 6, 2)
(10331, 34, 1, 4, 2)
(10332, 19, 55, 2, 1)
(10333, 9, 60, 4, 10)
(10334, 53, 21, 8, 6)
(10335, 47, 1, 8, 3)
(10336, 56, 11, 8, 4)
(10337, 48, 12, 2, 9)
(10338, 8, 62, 2, 7)
(10339, 31, 64, 8, 6)
(10340, 9, 59, 4, 4)
(10341, 6, 63, 8, 4)
(10342, 54, 11, 8, 4)
(10343, 45, 9, 4, 9)
(10344, 6, 40, 8, 7)
(10345, 21, 64, 6, 5)
(10346, 26, 63, 6, 6)
(10347, 18, 58, 6, 10)
(10348, 28, 63, 2, 9)
(10349, 60, 27, 4, 9)
(10350, 42, 9, 8, 10)
(10351, 32, 64, 2, 6)
(10352, 34, 1, 2, 9)
(10353, 6, 56, 8, 3)
(10354, 2, 47, 8, 5)
(10355, 17, 51, 4, 4)
(10356, 2, 50, 4, 6)
(10357, 13, 53, 8, 3)
(10358, 64, 16, 6, 3)
(10359, 21, 53, 2, 6)
(10360, 58, 6, 2, 5)
(10361, 51, 9, 4, 1)
(10362, 23, 55, 6, 9)
(10363, 32, 64, 6, 2)
(10364, 38, 1, 4, 10)
(10365, 56, 11, 4, 9)
(10366, 61, 15, 4, 9)
(10367, 23, 63, 2, 9)
(10368, 22, 57, 2, 2)
(10369, 6, 38, 6, 9)
(10370, 27, 60, 4, 6)
(10371, 38, 1, 2, 10)
(10372, 44, 11, 4, 10)
(10373, 38, 3, 2, 6)
(10374, 42, 1, 8, 1)
(10375, 20, 62, 4, 4)
(10376, 8, 61, 2, 3)
(10377, 12, 50, 4, 3)
(10378, 32, 64, 6, 4)
(10379, 61, 29, 6, 7)
(10380, 32, 64, 2, 6)
(10381, 32, 64, 8, 6)
(10382, 29, 61, 4, 5)
(10383, 64, 16, 4, 1)
(10384, 2, 53, 4, 8)
(10385, 28, 60, 8, 8)
(10386, 58, 4, 2, 10)
(10387, 40, 3, 6, 3)
(10388, 57, 8, 2, 3)
(10389, 5, 63, 2, 7)
(10390, 6, 41, 4, 7)
(10391, 62, 5, 6, 8)
(10392, 16, 64, 2, 7)
(10393, 42, 5, 2, 10)
(10394, 57, 21, 2, 1)
(10395, 15, 53, 4, 9)
(10396, 29, 61, 2, 10)
(10397, 63, 2, 8, 3)
(10398, 29, 63, 2, 10)
(10399, 24, 61, 4, 10)
(10400, 13, 49, 2, 3)
(10401, 60, 19, 6, 1)
(10402, 6, 42, 8, 9)
(10403, 64, 13, 4, 10)
(10404, 52, 15, 2, 5)
(10405, 15, 47, 2, 6)
(10406, 44, 8, 2, 2)
(10407, 8, 57, 8, 4)
(10408, 61, 17, 4, 4)
(10409, 49, 4, 6, 10)
(10410, 14, 54, 4, 6)
(10411, 47, 6, 8, 8)
(10412, 4, 62, 8, 5)
(10413, 59, 12, 4, 10)
(10414, 21, 64, 4, 5)
(10415, 15, 47, 6, 9)
(10416, 28, 63, 6, 6)
(10417, 14, 48, 4, 9)
(10418, 21, 63, 8, 1)
(10419, 9, 41, 4, 6)
(10420, 53, 14, 4, 5)
(10421, 43, 3, 4, 4)
(10422, 38, 6, 8, 4)
(10423, 31, 64, 4, 10)
(10424, 49, 14, 8, 10)
(10425, 6, 42, 6, 1)
(10426, 19, 60, 8, 4)
(10427, 11, 53, 2, 4)
(10428, 33, 1, 6, 6)
(10429, 62, 21, 8, 2)
(10430, 53, 6, 2, 9)
(10431, 1, 39, 4, 2)
(10432, 49, 6, 8, 6)
(10433, 43, 4, 6, 6)
(10434, 41, 8, 8, 1)
(10435, 2, 41, 4, 9)
(10436, 34, 2, 4, 1)
(10437, 13, 49, 2, 8)
(10438, 48, 5, 4, 1)
(10439, 61, 19, 4, 1)
(10440, 26, 60, 4, 10)
(10441, 5, 37, 2, 6)
(10442, 53, 20, 2, 7)
(10443, 58, 15, 2, 5)
(10444, 21, 57, 4, 5)
(10445, 13, 62, 8, 3)
(10446, 33, 1, 2, 9)
(10447, 56, 14, 4, 9)
(10448, 43, 9, 6, 5)
(10449, 57, 21, 2, 8)
(10450, 3, 56, 4, 9)
(10451, 51, 16, 4, 8)
(10452, 1, 51, 6, 6)
(10453, 56, 16, 8, 9)
(10454, 11, 44, 8, 10)
(10455, 10, 48, 8, 3)
(10456, 27, 62, 2, 2)
(10457, 54, 14, 8, 2)
(10458, 62, 7, 6, 4)
(10459, 63, 19, 6, 9)
(10460, 11, 55, 8, 10)
(10461, 13, 60, 8, 6)
(10462, 47, 9, 4, 5)
(10463, 11, 46, 8, 6)
(10464, 1, 64, 2, 6)
(10465, 20, 60, 8, 1)
(10466, 58, 18, 4, 9)
(10467, 17, 52, 2, 5)
(10468, 59, 5, 2, 5)
(10469, 10, 54, 2, 6)
(10470, 32, 64, 4, 8)
(10471, 41, 2, 6, 7)
(10472, 52, 7, 4, 1)
(10473, 16, 50, 8, 9)
(10474, 5, 47, 2, 4)
(10475, 46, 12, 6, 2)
(10476, 54, 2, 2, 2)
(10477, 19, 60, 2, 5)
(10478, 40, 3, 2, 9)
(10479, 32, 64, 4, 3)
(10480, 7, 57, 4, 5)
(10481, 60, 27, 4, 10)
(10482, 9, 46, 6, 4)
(10483, 42, 8, 8, 5)
(10484, 20, 58, 6, 7)
(10485, 3, 57, 6, 4)
(10486, 46, 2, 6, 2)
(10487, 35, 3, 4, 7)
(10488, 20, 63, 4, 5)
(10489, 9, 45, 6, 5)
(10490, 13, 47, 4, 4)
(10491, 16, 61, 6, 3)
(10492, 26, 59, 6, 6)
(10493, 31, 64, 6, 6)
(10494, 15, 47, 6, 2)
(10495, 23, 57, 4, 6)
(10496, 33, 1, 4, 3)
(10497, 40, 7, 2, 5)
(10498, 53, 3, 2, 4)
(10499, 27, 61, 2, 10)
(10500, 27, 59, 6, 4)
(10501, 63, 24, 2, 10)
(10502, 14, 55, 2, 4)
(10503, 11, 55, 2, 9)
(10504, 16, 58, 8, 7)
(10505, 6, 39, 4, 5)
(10506, 28, 64, 2, 5)
(10507, 57, 25, 8, 4)
(10508, 3, 51, 4, 10)
(10509, 54, 1, 2, 9)
(10510, 37, 2, 4, 5)
(10511, 14, 48, 6, 5)
(10512, 49, 8, 4, 9)
(10513, 1, 34, 2, 9)
(10514, 17, 57, 4, 1)
(10515, 18, 57, 2, 8)
(10516, 53, 21, 2, 5)
(10517, 52, 6, 4, 5)
(10518, 28, 60, 8, 4)
(10519, 3, 39, 8, 10)
(10520, 22, 55, 8, 8)
(10521, 52, 4, 8, 7)
(10522, 47, 8, 4, 4)
(10523, 23, 59, 8, 7)
(10524, 13, 46, 6, 1)
(10525, 34, 1, 6, 2)
(10526, 22, 55, 4, 7)
(10527, 33, 1, 4, 6)
(10528, 48, 8, 2, 5)
(10529, 8, 47, 8, 3)
(10530, 40, 2, 2, 3)
(10531, 62, 23, 8, 7)
(10532, 61, 4, 8, 3)
(10533, 14, 61, 2, 1)
(10534, 61, 5, 6, 3)
(10535, 62, 23, 2, 1)
(10536, 29, 61, 4, 7)
(10537, 17, 51, 4, 8)
(10538, 31, 63, 8, 6)
(10539, 20, 56, 2, 4)
(10540, 63, 29, 6, 1)
(10541, 63, 19, 4, 8)
(10542, 61, 26, 6, 2)
(10543, 5, 50, 4, 6)
(10544, 57, 12, 6, 1)
(10545, 36, 3, 8, 6)
(10546, 19, 57, 4, 2)
(10547, 25, 59, 8, 5)
(10548, 64, 18, 8, 1)
(10549, 57, 23, 6, 9)
(10550, 36, 3, 2, 6)
(10551, 43, 9, 2, 4)
(10552, 30, 64, 4, 2)
(10553, 8, 47, 2, 7)
(10554, 17, 60, 8, 3)
(10555, 2, 53, 8, 5)
(10556, 4, 60, 2, 4)
(10557, 22, 56, 2, 4)
(10558, 9, 51, 4, 9)
(10559, 24, 56, 6, 3)
(10560, 11, 61, 8, 4)
(10561, 6, 49, 2, 5)
(10562, 4, 51, 8, 7)
(10563, 11, 51, 6, 6)
(10564, 52, 10, 8, 3)
(10565, 47, 5, 2, 2)
(10566, 4, 60, 2, 10)
(10567, 21, 56, 2, 9)
(10568, 33, 1, 4, 1)
(10569, 63, 3, 6, 10)
(10570, 5, 61, 6, 7)
(10571, 1, 54, 2, 5)
(10572, 14, 53, 4, 2)
(10573, 53, 15, 6, 8)
(10574, 20, 56, 4, 5)
(10575, 64, 12, 8, 4)
(10576, 49, 15, 2, 5)
(10577, 11, 58, 2, 6)
(10578, 32, 64, 2, 4)
(10579, 44, 1, 2, 1)
(10580, 20, 52, 4, 4)
(10581, 27, 59, 4, 6)
(10582, 16, 51, 6, 9)
(10583, 32, 64, 2, 3)
(10584, 25, 57, 4, 3)
(10585, 17, 50, 6, 1)
(10586, 52, 8, 2, 7)
(10587, 47, 5, 2, 3)
(10588, 42, 8, 2, 3)
(10589, 12, 58, 4, 5)
(10590, 53, 3, 4, 2)
(10591, 25, 57, 8, 3)
(10592, 15, 64, 8, 7)
(10593, 5, 52, 2, 3)
(10594, 20, 61, 8, 9)
(10595, 14, 62, 4, 1)
(10596, 10, 62, 2, 5)
(10597, 37, 5, 8, 2)
(10598, 32, 64, 4, 6)
(10599, 54, 6, 2, 9)
(10600, 48, 12, 8, 5)
(10601, 38, 6, 8, 3)
(10602, 26, 62, 2, 1)
(10603, 50, 1, 8, 7)
(10604, 7, 50, 8, 6)
(10605, 38, 1, 6, 5)
(10606, 27, 62, 8, 8)
(10607, 61, 21, 6, 5)
(10608, 22, 61, 8, 2)
(10609, 39, 3, 4, 10)
(10610, 29, 64, 8, 9)
(10611, 46, 12, 8, 6)
(10612, 59, 13, 6, 5)
(10613, 26, 61, 8, 10)
(10614, 2, 41, 4, 5)
(10615, 3, 45, 2, 5)
(10616, 29, 63, 2, 5)
(10617, 45, 13, 8, 1)
(10618, 2, 64, 6, 2)
(10619, 14, 47, 4, 1)
(10620, 1, 55, 2, 3)
(10621, 46, 4, 6, 6)
(10622, 39, 7, 4, 7)
(10623, 23, 57, 8, 9)
(10624, 54, 15, 8, 2)
(10625, 44, 3, 8, 9)
(10626, 1, 42, 6, 7)
(10627, 37, 5, 4, 3)
(10628, 30, 63, 2, 4)
(10629, 32, 64, 4, 1)
(10630, 43, 7, 4, 5)
(10631, 61, 29, 4, 7)
(10632, 6, 53, 8, 9)
(10633, 30, 63, 8, 8)
(10634, 28, 60, 4, 4)
(10635, 36, 1, 4, 5)
(10636, 37, 1, 2, 9)
(10637, 31, 63, 2, 6)
(10638, 42, 10, 6, 7)
(10639, 45, 3, 8, 8)
(10640, 64, 32, 4, 9)
(10641, 39, 4, 2, 2)
(10642, 38, 3, 2, 10)
(10643, 32, 64, 4, 7)
(10644, 54, 18, 6, 3)
(10645, 39, 3, 6, 1)
(10646, 25, 63, 4, 10)
(10647, 41, 4, 2, 2)
(10648, 30, 62, 4, 5)
(10649, 21, 63, 2, 4)
(10650, 28, 62, 8, 6)
(10651, 59, 23, 6, 7)
(10652, 39, 4, 8, 9)
(10653, 21, 53, 4, 3)
(10654, 3, 53, 6, 1)
(10655, 48, 4, 2, 9)
(10656, 44, 3, 4, 1)
(10657, 12, 49, 4, 4)
(10658, 49, 7, 4, 10)
(10659, 59, 14, 6, 8)
(10660, 12, 55, 6, 8)
(10661, 61, 1, 6, 6)
(10662, 39, 7, 8, 2)
(10663, 37, 2, 6, 4)
(10664, 32, 64, 4, 1)
(10665, 20, 52, 6, 1)
(10666, 62, 28, 8, 7)
(10667, 6, 43, 2, 9)
(10668, 22, 60, 4, 2)
(10669, 29, 63, 2, 1)
(10670, 14, 59, 4, 7)
(10671, 42, 9, 6, 7)
(10672, 28, 64, 4, 5)
(10673, 3, 48, 6, 6)
(10674, 54, 20, 2, 3)
(10675, 24, 59, 6, 9)
(10676, 7, 62, 8, 7)
(10677, 29, 63, 8, 4)
(10678, 62, 26, 4, 2)
(10679, 22, 56, 4, 4)
(10680, 22, 55, 8, 5)
(10681, 58, 5, 4, 6)
(10682, 54, 3, 4, 5)
(10683, 47, 8, 8, 7)
(10684, 64, 12, 2, 1)
(10685, 17, 64, 8, 1)
(10686, 40, 6, 2, 1)
(10687, 22, 60, 6, 1)
(10688, 7, 56, 4, 7)
(10689, 59, 3, 2, 7)
(10690, 62, 8, 6, 6)
(10691, 21, 61, 6, 9)
(10692, 44, 7, 2, 4)
(10693, 63, 21, 8, 5)
(10694, 39, 5, 4, 1)
(10695, 29, 61, 8, 7)
(10696, 59, 27, 6, 4)
(10697, 19, 64, 6, 9)
(10698, 28, 60, 2, 4)
(10699, 59, 7, 6, 10)
(10700, 9, 59, 4, 9)
(10701, 14, 56, 8, 1)
(10702, 62, 30, 2, 9)
(10703, 56, 19, 8, 6)
(10704, 56, 3, 6, 9)
(10705, 64, 11, 8, 3)
(10706, 16, 49, 8, 3)
(10707, 3, 41, 8, 6)
(10708, 3, 44, 6, 1)
(10709, 51, 16, 4, 10)
(10710, 55, 11, 8, 10)
(10711, 19, 57, 2, 10)
(10712, 57, 19, 4, 7)
(10713, 55, 11, 4, 5)
(10714, 7, 64, 6, 9)
(10715, 41, 7, 6, 1)
(10716, 33, 1, 6, 2)
(10717, 24, 62, 2, 1)
(10718, 50, 5, 2, 9)
(10719, 59, 4, 8, 5)
(10720, 36, 1, 2, 8)
(10721, 63, 7, 8, 2)
(10722, 14, 52, 6, 9)
(10723, 39, 1, 4, 9)
(10724, 45, 9, 2, 9)
(10725, 23, 61, 4, 6)
(10726, 25, 57, 2, 4)
(10727, 35, 2, 6, 8)
(10728, 42, 3, 4, 7)
(10729, 17, 62, 4, 1)
(10730, 10, 60, 6, 5)
(10731, 31, 63, 6, 3)
(10732, 16, 59, 8, 8)
(10733, 53, 4, 4, 4)
(10734, 23, 55, 4, 10)
(10735, 54, 15, 8, 6)
(10736, 51, 17, 2, 8)
(10737, 13, 64, 6, 5)
(10738, 17, 50, 2, 10)
(10739, 24, 57, 8, 7)
(10740, 2, 43, 8, 10)
(10741, 47, 9, 6, 7)
(10742, 3, 63, 4, 8)
(10743, 47, 3, 8, 4)
(10744, 43, 1, 6, 9)
(10745, 9, 47, 2, 8)
(10746, 48, 10, 8, 2)
(10747, 42, 6, 4, 10)
(10748, 30, 62, 6, 2)
(10749, 22, 61, 4, 2)
(10750, 57, 25, 8, 4)
(10751, 61, 19, 4, 10)
(10752, 63, 5, 6, 10)
(10753, 36, 3, 2, 7)
(10754, 7, 64, 6, 3)
(10755, 7, 50, 2, 9)
(10756, 44, 11, 2, 1)
(10757, 18, 58, 2, 9)
(10758, 55, 2, 4, 1)
(10759, 37, 3, 6, 1)
(10760, 17, 50, 6, 7)
(10761, 13, 48, 4, 10)
(10762, 33, 1, 2, 7)
(10763, 26, 60, 8, 4)
(10764, 13, 48, 2, 9)
(10765, 25, 64, 4, 8)
(10766, 23, 57, 6, 1)
(10767, 28, 62, 2, 5)
(10768, 20, 58, 8, 9)
(10769, 5, 47, 2, 3)
(10770, 8, 51, 2, 3)
(10771, 59, 25, 4, 6)
(10772, 51, 11, 2, 10)
(10773, 13, 48, 4, 10)
(10774, 20, 60, 2, 2)
(10775, 48, 12, 8, 2)
(10776, 17, 52, 2, 5)
(10777, 6, 53, 2, 6)
(10778, 44, 3, 2, 4)
(10779, 6, 44, 2, 2)
(10780, 20, 63, 2, 3)
(10781, 63, 11, 8, 2)
(10782, 46, 3, 8, 9)
(10783, 53, 10, 6, 1)
(10784, 63, 4, 2, 3)
(10785, 38, 6, 4, 8)
(10786, 24, 57, 6, 9)
(10787, 44, 2, 2, 2)
(10788, 45, 9, 6, 6)
(10789, 53, 16, 2, 1)
(10790, 58, 7, 2, 1)
(10791, 61, 21, 2, 5)
(10792, 15, 52, 6, 1)
(10793, 28, 64, 8, 9)
(10794, 30, 62, 4, 2)
(10795, 62, 28, 6, 2)
(10796, 38, 6, 8, 6)
(10797, 44, 3, 8, 6)
(10798, 45, 10, 4, 10)
(10799, 39, 5, 2, 4)
(10800, 39, 1, 6, 2)
(10801, 52, 18, 2, 6)
(10802, 51, 2, 4, 5)
(10803, 40, 7, 8, 2)
(10804, 33, 1, 4, 7)
(10805, 11, 61, 2, 7)
(10806, 40, 1, 2, 2)
(10807, 54, 6, 4, 5)
(10808, 27, 61, 8, 5)
(10809, 27, 62, 4, 7)
(10810, 36, 2, 4, 7)
(10811, 56, 20, 2, 1)
(10812, 23, 55, 8, 7)
(10813, 32, 64, 2, 5)
(10814, 8, 46, 2, 1)
(10815, 63, 1, 4, 4)
(10816, 51, 6, 2, 7)
(10817, 18, 64, 6, 1)
(10818, 18, 59, 8, 10)
(10819, 24, 56, 6, 2)
(10820, 10, 64, 8, 7)
