#(id,from,to,speed,planTime)
(54580, 1503, 537, 8, 29)
(13163, 1739, 834, 6, 2)
(99172, 1423, 863, 16, 16)
(16547, 1228, 834, 8, 8)
(29627, 1106, 1285, 14, 11)
(22510, 491, 1082, 8, 15)
(40899, 211, 1085, 10, 12)
(85412, 313, 1590, 12, 5)
(12137, 863, 554, 14, 26)
(90208, 1896, 835, 12, 10)
(73817, 554, 1896, 12, 1)
(71019, 835, 834, 12, 28)
(93272, 1463, 852, 16, 8)
(92625, 280, 1623, 4, 25)
(81735, 280, 1697, 4, 19)
(90132, 1671, 1180, 4, 4)
(32967, 1109, 1138, 8, 9)
(98984, 1809, 1982, 6, 20)
(13116, 280, 1623, 4, 16)
(67532, 1238, 138, 12, 20)
(51119, 300, 554, 10, 15)
(19192, 189, 1724, 8, 13)
(102624, 1608, 1855, 6, 8)
(15247, 745, 1896, 6, 2)
(35348, 1697, 1601, 6, 25)
(67464, 1590, 201, 14, 7)
(93948, 1861, 1613, 4, 26)
(77944, 1611, 1087, 10, 14)
(59668, 1423, 1855, 16, 18)
(95256, 1825, 1590, 8, 16)
(38181, 442, 537, 10, 9)
(21439, 773, 1855, 14, 12)
(106461, 980, 902, 4, 6)
(21043, 1934, 1503, 4, 18)
(48851, 324, 1671, 4, 16)
(63060, 863, 835, 14, 19)
(62212, 1521, 977, 4, 1)
(52063, 442, 537, 12, 24)
(24435, 189, 1521, 4, 25)
(31778, 349, 852, 14, 26)
(100212, 902, 1567, 4, 14)
(95958, 926, 281, 12, 23)
(22016, 51, 1590, 4, 9)
(65833, 1667, 1197, 4, 6)
(22334, 1423, 1667, 6, 9)
(65096, 1855, 1608, 6, 25)
(88211, 1914, 1590, 12, 23)
(69593, 1197, 1855, 8, 12)
(88958, 1087, 1623, 14, 4)
(27186, 537, 1082, 16, 7)
(89940, 913, 552, 10, 15)
(16040, 201, 1590, 12, 29)
(71445, 1198, 1258, 4, 15)
(94591, 1258, 433, 12, 19)
(14206, 395, 1909, 12, 13)
(23832, 1655, 552, 6, 22)
(66734, 412, 1671, 6, 7)
(26626, 852, 537, 12, 18)
(76650, 1186, 781, 16, 23)
(27741, 1982, 795, 14, 8)
(84824, 1058, 1152, 4, 26)
(84561, 1258, 1198, 10, 12)
(59831, 1696, 1590, 14, 13)
(35104, 1909, 1697, 10, 5)
(55894, 1503, 313, 16, 29)
(18151, 412, 773, 8, 9)
(15139, 771, 834, 10, 23)
(45742, 1601, 1238, 8, 20)
(16752, 913, 552, 8, 23)
(99518, 1390, 1896, 14, 9)
(55967, 852, 313, 4, 2)
(12432, 537, 1503, 4, 7)
(20477, 1180, 1242, 14, 17)
(29319, 1834, 320, 10, 26)
(22658, 1238, 1258, 4, 15)
(67260, 1940, 281, 10, 16)
(14551, 1696, 902, 12, 13)
(68315, 324, 1671, 16, 27)
(55327, 324, 1238, 12, 27)
(26095, 1258, 129, 4, 27)
(103283, 1186, 834, 10, 13)
(101522, 499, 426, 8, 28)
(52413, 426, 1258, 4, 7)
(107776, 1228, 1896, 8, 1)
(70110, 1192, 902, 16, 27)
(14629, 167, 1667, 16, 27)
(18700, 1909, 1305, 8, 21)
(73514, 426, 863, 4, 5)
(103820, 581, 320, 4, 28)
(53257, 775, 1909, 12, 24)
(19884, 493, 1705, 12, 10)
(39091, 1602, 1305, 12, 27)
(45312, 1567, 1724, 14, 11)
(105141, 964, 1754, 6, 11)
(95526, 587, 1138, 10, 12)
(40246, 541, 1934, 4, 26)
(101360, 1072, 433, 12, 13)
(52884, 902, 1432, 10, 13)
(105364, 870, 1613, 12, 11)
(44950, 541, 1058, 10, 9)
(63436, 1914, 1195, 8, 8)
(98394, 852, 189, 8, 12)
(82428, 1861, 537, 16, 22)
(48705, 1667, 167, 6, 15)
(30405, 1861, 1613, 16, 4)
(20564, 1929, 1624, 12, 17)
(51164, 1492, 1705, 12, 21)
(50304, 687, 129, 16, 2)
(92210, 1825, 1590, 16, 3)
(16886, 1705, 1082, 8, 26)
(88923, 1195, 1705, 16, 3)
(37883, 1825, 1590, 4, 3)
(88944, 444, 1238, 14, 12)
(25346, 11, 1152, 8, 14)
(23784, 1129, 1531, 6, 24)
(80804, 493, 1613, 4, 5)
(75015, 123, 1671, 10, 4)
(91861, 1671, 1896, 10, 23)
(13092, 795, 1238, 14, 10)
(59591, 1982, 1072, 8, 17)
(94952, 541, 1058, 8, 28)
(44612, 852, 964, 16, 13)
(49168, 1861, 1613, 6, 29)
(105541, 442, 1613, 10, 2)
(88120, 412, 1671, 6, 26)
(27173, 1611, 1087, 6, 22)
(90613, 167, 1855, 14, 20)
(102525, 870, 1834, 4, 7)
(85401, 775, 863, 12, 5)
(52455, 622, 1613, 4, 11)
(77235, 829, 1590, 8, 26)
(54838, 491, 1590, 8, 12)
(74540, 775, 1072, 14, 4)
(62491, 1567, 902, 16, 23)
(53201, 444, 1623, 16, 15)
(43338, 766, 426, 16, 11)
(59479, 281, 581, 4, 10)
(37658, 1602, 1238, 10, 10)
(14490, 622, 1834, 10, 21)
(70510, 1058, 1724, 10, 6)
(65128, 1696, 1590, 14, 10)
(69404, 1080, 1432, 8, 2)
(46616, 1567, 493, 10, 7)
(58036, 1667, 426, 12, 17)
(22928, 320, 1432, 14, 18)
(43153, 1705, 1019, 14, 22)
(79573, 123, 1305, 12, 13)
(63219, 1508, 1855, 16, 22)
(27469, 389, 1697, 8, 28)
(36085, 1129, 687, 14, 1)
(89181, 1613, 870, 14, 17)
(39148, 720, 1129, 10, 6)
(83079, 1855, 129, 16, 24)
(47360, 1590, 1825, 6, 20)
(108606, 250, 1305, 10, 7)
(100151, 720, 1982, 6, 20)
(58676, 1655, 1834, 10, 6)
(80554, 1192, 902, 14, 26)
(77818, 894, 902, 14, 25)
(65384, 1082, 1834, 14, 13)
(75412, 493, 1613, 10, 5)
(75155, 1934, 1080, 12, 4)
(92274, 831, 1138, 8, 3)
(95219, 1087, 1929, 12, 28)
(13436, 1602, 1305, 16, 9)
(12412, 1082, 1432, 4, 16)
(99430, 541, 537, 4, 23)
(33533, 129, 1809, 16, 10)
(55539, 1368, 781, 4, 5)
(19871, 1072, 1129, 10, 26)
(55339, 1724, 1705, 14, 9)
(45710, 1611, 1087, 12, 13)
(46399, 1809, 1305, 4, 24)
(95820, 129, 1072, 12, 20)
(11956, 51, 1019, 10, 23)
(39353, 1602, 1129, 12, 21)
(34914, 1198, 834, 4, 20)
(28309, 965, 426, 10, 16)
(26949, 493, 1834, 16, 9)
(95523, 426, 1601, 12, 10)
(31603, 1058, 493, 6, 9)
(34760, 1696, 1590, 14, 23)
(27439, 297, 491, 16, 13)
(49449, 312, 1423, 6, 2)
(104793, 1739, 1896, 12, 6)
(46587, 491, 902, 8, 4)
(23791, 771, 834, 4, 23)
(57374, 1503, 977, 12, 20)
(86513, 1580, 834, 14, 6)
(61580, 1228, 834, 8, 18)
(90451, 1242, 1465, 8, 3)
(95624, 1087, 129, 6, 16)
(29985, 926, 1019, 8, 21)
(97383, 442, 1613, 10, 18)
(74644, 687, 426, 12, 21)
(35386, 964, 852, 14, 5)
(98594, 300, 1623, 16, 11)
(46067, 1238, 795, 12, 7)
(15595, 1613, 913, 14, 17)
(104248, 1463, 1590, 10, 27)
(57776, 1198, 1180, 16, 14)
(20998, 433, 1087, 12, 15)
(69758, 1602, 426, 10, 17)
(55045, 312, 426, 16, 22)
(81674, 1567, 320, 14, 9)
(55706, 1492, 1138, 16, 22)
(58668, 894, 902, 8, 9)
(82012, 395, 1072, 10, 22)
(94683, 1601, 667, 10, 19)
(52624, 1825, 1590, 8, 21)
(32074, 1492, 1613, 12, 22)
(21968, 1940, 1106, 12, 10)
(37160, 280, 1197, 16, 19)
(52846, 1186, 834, 4, 22)
(78432, 499, 426, 12, 4)
(83552, 1423, 965, 14, 11)
(79921, 313, 1590, 6, 3)
(51695, 1195, 1567, 10, 11)
(17810, 852, 537, 8, 1)
(26233, 167, 1667, 10, 21)
(38269, 667, 389, 8, 4)
(50752, 253, 1180, 8, 7)
(34689, 977, 587, 10, 28)
(18693, 977, 1019, 8, 1)
(57150, 1590, 980, 12, 14)
(87852, 1197, 1465, 12, 22)
(49760, 1195, 491, 6, 19)
(59888, 444, 1623, 4, 19)
(62237, 395, 834, 12, 18)
(37224, 781, 1508, 6, 22)
(86960, 1082, 1138, 8, 5)
(41942, 1129, 1531, 8, 7)
(108976, 902, 189, 14, 16)
(16984, 433, 1896, 6, 20)
(55118, 1195, 1298, 14, 23)
(47964, 1563, 1082, 10, 21)
(29161, 1655, 1834, 6, 2)
(77939, 297, 1432, 8, 18)
(50220, 977, 902, 4, 7)
(33671, 444, 1623, 12, 16)
(102157, 581, 1754, 4, 9)
(10864, 581, 1503, 16, 3)
(74818, 201, 1590, 10, 6)
(50906, 324, 1671, 4, 23)
(77696, 965, 1982, 12, 26)
(97736, 1940, 913, 16, 11)
(79602, 581, 902, 16, 8)
(76701, 552, 1152, 8, 12)
(19744, 1085, 491, 10, 13)
(99392, 835, 1896, 6, 18)
(98652, 771, 834, 6, 9)
(89098, 980, 1019, 14, 16)
(98725, 1197, 138, 14, 12)
(54021, 852, 1613, 8, 3)
(104584, 1724, 1192, 12, 26)
(37483, 491, 427, 16, 20)
(31177, 129, 389, 16, 24)
(71344, 1590, 1463, 14, 18)
(52256, 442, 1834, 8, 20)
(39777, 1914, 1590, 14, 12)
(63191, 395, 720, 10, 16)
(21828, 1697, 389, 16, 11)
(15642, 1085, 491, 12, 12)
(44959, 926, 1106, 6, 15)
(23804, 312, 1423, 12, 3)
(69891, 1825, 1590, 4, 1)
(68926, 1217, 1623, 8, 15)
(70928, 977, 281, 8, 15)
(100320, 389, 1390, 4, 23)
(17845, 444, 1238, 10, 5)
(99534, 1984, 1623, 4, 4)
(20892, 1217, 1129, 14, 9)
(44342, 771, 834, 4, 11)
(56918, 913, 1285, 6, 23)
(46240, 1503, 1944, 4, 22)
(25719, 167, 1667, 14, 4)
(61179, 1087, 395, 16, 15)
(50758, 773, 1855, 16, 21)
(33265, 980, 1590, 4, 19)
(105091, 389, 1390, 6, 23)
(87902, 894, 1106, 8, 17)
(108158, 1537, 426, 12, 12)
(85081, 894, 1503, 12, 13)
(62862, 537, 281, 10, 11)
(42457, 324, 1238, 12, 9)
(50270, 1217, 426, 12, 15)
(54269, 1563, 427, 14, 4)
(86452, 324, 1671, 16, 14)
(31627, 1944, 541, 8, 7)
(52306, 11, 320, 6, 23)
(102850, 1285, 998, 10, 21)
(24765, 1238, 499, 6, 2)
(20023, 839, 1613, 16, 12)
(42040, 1984, 1623, 12, 25)
(38796, 977, 852, 6, 27)
(15812, 1982, 1809, 4, 14)
(53883, 1368, 1072, 10, 11)
(47358, 1305, 1602, 8, 19)
(101101, 211, 1195, 10, 22)
(100623, 444, 1623, 8, 21)
(46552, 1228, 1896, 4, 20)
(71925, 1940, 1724, 10, 10)
(75095, 501, 1613, 16, 6)
(75024, 1368, 1909, 6, 7)
(81059, 444, 1623, 14, 2)
(81720, 1667, 1423, 14, 8)
(63076, 1197, 312, 14, 5)
(19197, 280, 1197, 10, 13)
(16224, 123, 1623, 8, 10)
(106843, 1195, 581, 6, 29)
(70187, 1739, 1896, 6, 26)
(85194, 312, 1671, 4, 19)
(17153, 980, 1019, 8, 14)
(37636, 1739, 1896, 12, 19)
(66047, 552, 587, 10, 7)
(52526, 1739, 834, 6, 9)
(107325, 1655, 313, 12, 3)
(27521, 1567, 1590, 16, 16)
(19103, 1492, 1705, 16, 15)
(72280, 552, 902, 4, 22)
(65837, 442, 1705, 4, 16)
(109182, 297, 1834, 12, 9)
(11197, 442, 1834, 6, 10)
(99056, 1825, 1590, 16, 26)
(62233, 829, 1503, 6, 13)
(67376, 253, 834, 4, 22)
(59808, 1623, 1624, 12, 24)
(69904, 1361, 1834, 8, 16)
(78384, 1465, 1197, 4, 3)
(54775, 1198, 720, 12, 13)
(104550, 1305, 1180, 10, 7)
(66037, 1934, 1019, 6, 22)
(68722, 1809, 1671, 12, 4)
(65832, 427, 1432, 6, 14)
(47906, 211, 902, 4, 14)
(96622, 250, 1671, 14, 17)
(90164, 1809, 1508, 12, 2)
(78425, 537, 1676, 14, 21)
(75101, 1896, 395, 10, 5)
(57072, 324, 1671, 12, 21)
(103615, 870, 1834, 4, 15)
(28413, 1298, 902, 12, 21)
(56372, 1580, 1909, 10, 18)
(38828, 389, 1242, 4, 28)
(79507, 1896, 835, 10, 24)
(89785, 1855, 667, 10, 7)
(48196, 1192, 1503, 12, 5)
(82943, 1085, 1834, 14, 24)
(76357, 349, 852, 14, 26)
(56725, 312, 1623, 12, 7)
(88240, 1580, 1896, 16, 12)
(83225, 835, 834, 14, 3)
(35832, 1242, 1601, 10, 22)
(54390, 870, 1834, 8, 18)
(99466, 835, 1180, 6, 6)
(91166, 297, 537, 10, 28)
(59369, 1082, 1834, 14, 29)
(48506, 300, 1242, 12, 22)
(28118, 499, 1129, 16, 15)
(71404, 834, 771, 16, 11)
(40778, 1085, 537, 14, 15)
(49980, 1537, 1623, 16, 11)
(37418, 349, 852, 16, 29)
(105148, 1361, 1834, 10, 12)
(34786, 541, 581, 4, 26)
(27146, 313, 1019, 16, 5)
(31566, 587, 1285, 8, 15)
(72258, 839, 1705, 8, 27)
(54282, 587, 552, 6, 15)
(67918, 1855, 1198, 16, 6)
(29576, 1623, 1180, 12, 14)
(94272, 1085, 537, 6, 9)
(17270, 501, 581, 10, 26)
(109987, 687, 129, 6, 11)
(53262, 829, 1590, 8, 26)
(35111, 1198, 834, 14, 11)
(11683, 1085, 1613, 12, 17)
(84488, 1152, 552, 8, 15)
(46868, 541, 1613, 16, 17)
(28835, 1508, 1072, 12, 29)
(50138, 852, 1613, 8, 20)
(97501, 297, 537, 8, 3)
(18183, 1580, 720, 16, 5)
(61158, 1072, 1368, 6, 17)
(66963, 1019, 1567, 6, 19)
(100758, 902, 211, 14, 23)
(66322, 1463, 1503, 16, 23)
(24328, 129, 1180, 14, 1)
(58839, 781, 1623, 16, 21)
(94422, 1198, 1855, 14, 16)
(11944, 870, 1834, 4, 17)
(14136, 1106, 1285, 4, 23)
(29043, 913, 1834, 8, 8)
(97893, 913, 1138, 16, 29)
(43879, 926, 1590, 12, 7)
(23619, 1180, 1305, 6, 12)
(48766, 1465, 426, 16, 16)
(74883, 1934, 281, 8, 21)
(21738, 1909, 1368, 14, 20)
(47498, 1580, 834, 12, 20)
(66591, 581, 587, 8, 3)
(24822, 1696, 1590, 16, 12)
(23702, 617, 834, 10, 8)
(72857, 167, 1855, 14, 16)
(78054, 1834, 501, 14, 7)
(32370, 1861, 1834, 6, 2)
(105722, 1940, 493, 8, 26)
(90062, 1676, 1834, 14, 24)
(25041, 1082, 537, 14, 13)
(25268, 253, 1601, 16, 5)
(46191, 1072, 1242, 16, 22)
(79603, 1611, 834, 4, 15)
(52071, 1361, 1834, 12, 15)
(36035, 138, 426, 4, 15)
(84435, 1285, 1019, 6, 7)
(87685, 1106, 1138, 12, 10)
(80642, 499, 1238, 12, 23)
(41792, 1361, 1138, 6, 25)
(96751, 211, 1085, 4, 1)
(82402, 870, 1613, 16, 25)
(45446, 766, 1623, 12, 2)
(48494, 427, 491, 16, 16)
(76056, 537, 852, 14, 16)
(97453, 349, 998, 10, 1)
(95650, 123, 773, 12, 13)
(43201, 1601, 1982, 16, 19)
(61289, 781, 1580, 12, 20)
(56674, 426, 863, 4, 17)
(81896, 771, 834, 16, 5)
(109543, 491, 1082, 10, 29)
(45054, 1834, 1109, 16, 4)
(37362, 1080, 1432, 16, 21)
(32931, 1106, 537, 14, 19)
(21054, 433, 1601, 10, 24)
(95577, 1655, 581, 4, 7)
(85000, 1432, 281, 10, 14)
(47438, 1537, 1623, 10, 5)
(87098, 1361, 1138, 8, 23)
(67569, 965, 1623, 4, 13)
(38177, 795, 1982, 8, 6)
(33023, 1198, 1601, 14, 17)
(101869, 1667, 1242, 8, 14)
(34346, 1655, 1834, 16, 28)
(47300, 1567, 1724, 4, 12)
(63297, 297, 1834, 6, 12)
(26198, 1671, 412, 12, 2)
(56044, 1929, 123, 4, 4)
(27287, 389, 667, 8, 25)
(82667, 1087, 1697, 14, 12)
(41360, 766, 426, 14, 21)
(101685, 1834, 870, 6, 17)
(42191, 493, 1285, 16, 18)
(98114, 617, 1855, 16, 19)
(75419, 499, 426, 12, 14)
(85046, 1982, 1217, 12, 25)
(14882, 499, 1623, 16, 21)
(28470, 1298, 1082, 4, 5)
(85551, 1361, 1138, 16, 12)
(92212, 1613, 541, 8, 11)
(82468, 1521, 964, 14, 11)
(86468, 1138, 427, 12, 26)
(58455, 433, 720, 8, 10)
(55467, 835, 834, 14, 8)
(66869, 894, 1019, 14, 7)
(102122, 1198, 1909, 6, 26)
(30748, 444, 1238, 16, 19)
(90440, 201, 1590, 14, 25)
(72724, 1285, 1590, 12, 20)
(68229, 313, 1590, 16, 5)
(108059, 687, 426, 12, 4)
(25617, 1624, 1671, 10, 12)
(86072, 661, 1087, 10, 15)
(21341, 1909, 1197, 6, 24)
(53314, 1186, 1855, 8, 23)
(47097, 720, 433, 4, 4)
(85296, 1508, 1909, 12, 25)
(63668, 1655, 552, 14, 5)
(93713, 1667, 426, 16, 1)
(21255, 1463, 1019, 4, 13)
(95871, 1195, 491, 14, 26)
(101359, 835, 863, 6, 4)
(53259, 834, 617, 16, 17)
(25916, 493, 1563, 14, 3)
(50337, 587, 1613, 16, 1)
(73593, 349, 1503, 12, 12)
(94059, 1503, 313, 14, 6)
(51302, 253, 1180, 16, 27)
(67537, 1705, 1590, 14, 12)
(97613, 1896, 1228, 16, 6)
(62808, 1521, 581, 8, 10)
(98047, 964, 998, 6, 21)
(47407, 1739, 834, 6, 24)
(76545, 537, 1724, 12, 17)
(39203, 1608, 1896, 14, 27)
(27050, 1087, 1423, 4, 16)
(75893, 1197, 280, 8, 27)
(15979, 687, 426, 14, 22)
(16580, 412, 1623, 14, 1)
(76385, 852, 894, 12, 21)
(101130, 211, 1590, 8, 20)
(26894, 280, 1197, 14, 1)
(65350, 1623, 389, 4, 24)
(17786, 1129, 863, 8, 23)
(40203, 795, 1623, 10, 21)
(37623, 1563, 320, 14, 18)
(95850, 1432, 297, 4, 1)
(108531, 687, 1129, 12, 3)
(21266, 1667, 1390, 16, 12)
(99157, 11, 1019, 14, 24)
(96856, 491, 297, 10, 24)
(45189, 1087, 1611, 10, 16)
(14455, 1072, 1305, 6, 18)
(34922, 1602, 1623, 10, 24)
(74147, 1521, 1613, 14, 27)
(52207, 1697, 1601, 4, 14)
(38555, 834, 1238, 12, 7)
(66938, 1152, 537, 14, 16)
(57823, 1508, 1601, 10, 6)
(18785, 250, 1305, 16, 20)
(85938, 554, 138, 14, 8)
(103924, 1080, 537, 6, 17)
(35901, 1982, 1258, 6, 23)
(97844, 980, 1590, 4, 25)
(26931, 863, 1623, 8, 12)
(48065, 537, 902, 6, 1)
(88795, 1217, 426, 6, 26)
(11170, 426, 1217, 8, 17)
(102091, 1082, 1298, 4, 18)
(102550, 554, 300, 16, 4)
(23504, 581, 281, 16, 3)
(53421, 1503, 977, 14, 19)
(98065, 1934, 1724, 16, 20)
(79381, 1197, 300, 16, 10)
(15742, 913, 1285, 12, 8)
(91587, 1896, 1982, 16, 6)
(12134, 1696, 902, 14, 9)
(59404, 250, 1305, 14, 3)
(32799, 1106, 926, 6, 8)
(78378, 1825, 1590, 14, 21)
(63730, 1129, 1855, 10, 5)
(78120, 313, 998, 12, 20)
(40367, 977, 1521, 6, 19)
(22441, 313, 1590, 6, 2)
(29701, 1982, 1217, 4, 8)
(60132, 775, 1896, 10, 24)
(29588, 1432, 442, 4, 19)
(24916, 1390, 389, 16, 28)
(64299, 661, 781, 8, 14)
(49171, 1676, 1613, 4, 5)
(67049, 1909, 433, 10, 2)
(11953, 587, 1285, 8, 22)
(61540, 1982, 1909, 10, 27)
(103420, 1724, 11, 14, 25)
(43620, 964, 1655, 12, 26)
(34085, 1909, 1305, 8, 25)
(74439, 123, 1238, 6, 10)
(10326, 554, 300, 10, 7)
(34331, 587, 1285, 16, 18)
(29725, 444, 1238, 14, 1)
(72125, 324, 1671, 16, 3)
(11634, 1623, 1602, 10, 8)
(44714, 1463, 852, 6, 3)
(82573, 1667, 1623, 8, 13)
(46922, 1109, 1138, 4, 5)
(60925, 189, 852, 14, 24)
(93297, 1705, 998, 4, 24)
(78340, 491, 1019, 16, 14)
(94227, 720, 395, 12, 27)
(16946, 491, 1085, 16, 27)
(23910, 1492, 1138, 8, 20)
(34142, 1192, 1724, 4, 21)
(94251, 1197, 1909, 12, 12)
(90829, 537, 1195, 6, 2)
(77925, 1305, 1601, 8, 22)
(55115, 1432, 902, 14, 20)
(83713, 1896, 745, 14, 21)
(103718, 1934, 541, 12, 3)
(43297, 1058, 1503, 6, 7)
(80451, 870, 1834, 14, 26)
(10003, 998, 552, 10, 18)
(45797, 1198, 1809, 8, 21)
(41554, 1198, 1896, 14, 26)
(31437, 1563, 1080, 4, 7)
(89234, 1861, 1613, 6, 21)
(91488, 501, 1138, 12, 5)
(76819, 1608, 1855, 16, 14)
(12047, 1754, 581, 14, 17)
(39970, 1492, 1613, 14, 20)
(104947, 781, 129, 4, 16)
(44896, 1940, 852, 4, 28)
(36868, 913, 1834, 8, 25)
(50789, 622, 1138, 16, 21)
(21978, 667, 1601, 12, 29)
(54094, 1611, 1855, 4, 24)
(63167, 1809, 1508, 8, 14)
(77209, 771, 834, 14, 29)
(59526, 1152, 1934, 8, 2)
(51088, 902, 1696, 16, 1)
(22562, 499, 426, 16, 6)
(61040, 581, 1521, 8, 2)
(34279, 1944, 541, 14, 1)
(19365, 1217, 426, 8, 21)
(55314, 965, 426, 12, 11)
(37969, 771, 834, 4, 9)
(19593, 1465, 1197, 10, 26)
(61303, 1834, 831, 8, 2)
(55120, 661, 1855, 14, 5)
(79884, 1106, 977, 8, 29)
(33111, 1909, 1368, 10, 17)
(103562, 1667, 1697, 12, 9)
(20227, 123, 773, 4, 15)
(91131, 870, 1834, 14, 11)
(101576, 280, 1697, 4, 6)
(27702, 1934, 902, 16, 24)
(44304, 834, 1929, 8, 29)
(13569, 1217, 1623, 8, 19)
(48839, 1152, 926, 12, 2)
(71632, 1058, 902, 6, 4)
(52322, 1228, 1896, 14, 29)
(49817, 426, 1217, 8, 5)
(56782, 913, 537, 12, 19)
(107185, 1138, 281, 14, 11)
(83093, 501, 926, 12, 3)
(62741, 1361, 1834, 10, 1)
(106559, 581, 493, 10, 16)
(66064, 667, 1601, 12, 21)
(97403, 320, 1285, 14, 21)
(89502, 687, 1129, 14, 11)
(49405, 1909, 1623, 4, 5)
(85916, 167, 1855, 12, 27)
(88318, 617, 1855, 6, 16)
(17736, 773, 781, 10, 14)
(10117, 902, 1914, 8, 5)
(40894, 1465, 1242, 14, 19)
(68428, 280, 1623, 16, 13)
(48301, 1809, 129, 6, 22)
(89108, 1180, 775, 4, 10)
(69407, 1258, 1697, 16, 22)
(70045, 1623, 123, 10, 6)
(101246, 980, 1019, 10, 7)
(33988, 1590, 211, 8, 10)
(12758, 1984, 1623, 4, 9)
(43531, 781, 129, 16, 14)
(104040, 1929, 1087, 8, 3)
(74728, 1896, 1228, 6, 26)
(26898, 964, 1724, 6, 15)
(109685, 1085, 537, 4, 10)
(43482, 167, 1180, 10, 24)
(46796, 250, 1238, 16, 7)
(15186, 1217, 1671, 4, 5)
(66384, 745, 138, 4, 23)
(19200, 1521, 552, 6, 16)
(78949, 1258, 1238, 16, 27)
(19449, 1463, 1590, 14, 2)
(17181, 1608, 1896, 4, 12)
(17904, 1944, 1503, 8, 11)
(93972, 211, 1590, 14, 19)
(66843, 1855, 1671, 4, 21)
(49893, 1855, 1929, 10, 25)
(48545, 1198, 1258, 16, 23)
(107870, 501, 1285, 14, 17)
(77090, 1809, 1508, 12, 1)
(89713, 1602, 1623, 10, 28)
(98437, 795, 1129, 6, 2)
(39135, 587, 1705, 4, 26)
(52341, 433, 1258, 12, 22)
(101677, 1929, 1087, 4, 21)
(63594, 913, 552, 12, 5)
(80384, 1198, 1072, 14, 16)
(45708, 491, 493, 14, 2)
(93111, 1834, 501, 8, 11)
(82599, 1537, 426, 6, 18)
(91925, 1072, 1671, 4, 18)
(49531, 720, 1305, 8, 25)
(30010, 852, 349, 16, 28)
(26727, 1667, 1623, 12, 10)
(42847, 297, 537, 14, 19)
(23937, 1982, 720, 4, 16)
(12954, 1624, 1671, 12, 25)
(69466, 1667, 426, 4, 17)
(19533, 427, 1138, 12, 13)
(64456, 1072, 1197, 6, 15)
(96482, 189, 1503, 6, 11)
(19398, 1198, 1809, 8, 15)
(32512, 1809, 1423, 4, 8)
(46303, 1217, 426, 10, 26)
(13992, 281, 1705, 14, 16)
(53827, 964, 1590, 14, 12)
(73435, 913, 977, 14, 5)
(103565, 537, 1861, 16, 25)
(94719, 1109, 1138, 4, 15)
(106210, 745, 1180, 4, 11)
(34781, 870, 1613, 8, 21)
(60735, 998, 1834, 14, 17)
(76814, 581, 1492, 4, 11)
(101458, 1298, 1082, 6, 29)
(22870, 1019, 1432, 12, 5)
(28901, 587, 1613, 12, 2)
(92765, 913, 926, 4, 6)
(20894, 426, 280, 6, 24)
(22976, 1285, 1521, 16, 13)
(104156, 1305, 1072, 14, 6)
(76950, 1739, 1896, 10, 20)
