#(id,length,speed,channel,from,to,isDuplex)
(5437, 36, 12, 1, 491, 1432, 1)
(5453, 56, 15, 4, 1258, 720, 0)
(5466, 60, 10, 3, 1697, 129, 1)
(5476, 24, 8, 4, 189, 349, 1)
(5490, 56, 8, 2, 894, 1463, 1)
(5506, 40, 10, 1, 389, 138, 1)
(5533, 36, 12, 1, 964, 313, 1)
(5555, 48, 10, 3, 1623, 1238, 1)
(5573, 50, 12, 4, 1463, 280, 1)
(5574, 30, 15, 3, 1019, 1503, 1)
(5585, 36, 8, 4, 587, 1521, 0)
(5587, 50, 12, 2, 1368, 1186, 1)
(5602, 30, 10, 3, 541, 1503, 1)
(5611, 40, 8, 2, 349, 1465, 1)
(5615, 60, 8, 3, 138, 863, 1)
(5618, 48, 8, 2, 1361, 1109, 1)
(5620, 30, 12, 4, 902, 1724, 1)
(5629, 48, 15, 1, 1590, 1019, 1)
(5636, 50, 15, 2, 998, 1655, 1)
(5642, 20, 12, 1, 123, 1624, 1)
(5653, 24, 8, 4, 1082, 1195, 1)
(5659, 30, 8, 1, 1623, 426, 1)
(5679, 48, 12, 3, 852, 998, 1)
(5686, 56, 10, 1, 1305, 1198, 1)
(5692, 24, 10, 3, 280, 1465, 1)
(5696, 36, 8, 4, 1242, 1390, 1)
(5702, 30, 8, 3, 1238, 1671, 1)
(5710, 36, 12, 2, 1080, 281, 1)
(5716, 30, 10, 3, 1228, 771, 1)
(5722, 24, 12, 2, 977, 552, 1)
(5734, 24, 12, 4, 745, 1298, 1)
(5735, 48, 8, 1, 766, 280, 1)
(5752, 40, 8, 3, 189, 964, 1)
(5756, 30, 8, 4, 1601, 1180, 1)
(5777, 50, 15, 2, 771, 1825, 1)
(5782, 36, 8, 2, 201, 1825, 1)
(5790, 56, 10, 2, 1567, 1934, 1)
(5795, 50, 10, 4, 1361, 444, 1)
(5806, 24, 8, 4, 499, 687, 1)
(5807, 36, 8, 4, 1085, 1082, 1)
(5808, 20, 10, 3, 771, 635, 1)
(5825, 20, 15, 3, 1754, 412, 1)
(5832, 60, 12, 2, 863, 1180, 1)
(5838, 42, 8, 4, 167, 253, 1)
(5850, 24, 15, 2, 11, 1563, 1)
(5857, 42, 10, 2, 324, 250, 1)
(5863, 48, 10, 2, 913, 587, 1)
(5873, 48, 10, 4, 835, 1739, 1)
(5874, 42, 8, 3, 1465, 300, 1)
(5879, 20, 8, 1, 773, 395, 1)
(5885, 20, 10, 3, 1492, 587, 1)
(5891, 48, 8, 3, 1432, 537, 1)
(5893, 40, 12, 1, 250, 795, 1)
(5897, 20, 15, 4, 1580, 1368, 0)
(5903, 56, 8, 4, 1228, 201, 1)
(5910, 42, 12, 2, 1082, 427, 1)
(5912, 56, 12, 3, 1608, 617, 1)
(5922, 50, 12, 3, 720, 1087, 1)
(5923, 42, 10, 4, 829, 1463, 1)
(5925, 40, 12, 2, 1129, 129, 1)
(5953, 42, 12, 3, 965, 312, 1)
(5962, 56, 10, 2, 1934, 1944, 1)
(5979, 40, 8, 2, 1180, 1896, 1)
(5981, 20, 10, 1, 1080, 501, 1)
(6008, 40, 8, 4, 1109, 831, 1)
(6030, 60, 12, 1, 427, 320, 1)
(6044, 36, 12, 2, 444, 499, 1)
(6057, 30, 10, 2, 313, 300, 1)
(6065, 42, 8, 2, 1195, 1152, 1)
(6080, 24, 15, 2, 1087, 781, 1)
(6090, 56, 15, 4, 1667, 863, 1)
(6097, 20, 10, 2, 1305, 773, 1)
(6108, 20, 10, 3, 1423, 433, 1)
(6126, 48, 10, 1, 1611, 661, 1)
(6136, 56, 12, 2, 1602, 720, 1)
(6142, 42, 8, 3, 349, 313, 1)
(6143, 40, 10, 3, 1217, 795, 1)
(6144, 50, 15, 1, 622, 839, 1)
(6160, 36, 10, 3, 324, 1217, 0)
(6171, 48, 15, 2, 1298, 1914, 1)
(6177, 36, 15, 2, 1198, 433, 1)
(6183, 36, 10, 3, 1914, 1567, 1)
(6187, 30, 10, 4, 1705, 1138, 1)
(6204, 36, 8, 4, 745, 835, 1)
(6208, 36, 10, 1, 1285, 581, 1)
(6219, 30, 15, 3, 250, 412, 1)
(6222, 36, 15, 2, 426, 1697, 1)
(6236, 40, 8, 3, 1671, 1982, 1)
(6238, 30, 12, 3, 635, 1984, 1)
(6239, 30, 10, 1, 1508, 253, 1)
(6273, 60, 15, 4, 499, 1217, 1)
(6283, 42, 8, 4, 1724, 1019, 1)
(6300, 20, 8, 4, 1537, 499, 1)
(6305, 56, 10, 4, 552, 964, 1)
(6316, 24, 10, 2, 1809, 1909, 1)
(6317, 30, 15, 1, 433, 1508, 1)
(6319, 20, 8, 4, 1944, 1192, 1)
(6329, 42, 8, 3, 1739, 1696, 1)
(6331, 60, 15, 3, 389, 1667, 1)
(6335, 24, 8, 4, 1563, 926, 1)
(6341, 20, 8, 4, 1085, 297, 1)
(6342, 40, 15, 2, 320, 493, 1)
(6355, 40, 8, 4, 829, 766, 1)
(6359, 40, 8, 3, 1697, 1197, 1)
(6366, 60, 12, 2, 1896, 834, 1)
(6377, 60, 10, 2, 661, 1676, 1)
(6384, 40, 8, 1, 1705, 1285, 1)
(6385, 24, 12, 4, 426, 1129, 1)
(6414, 24, 12, 4, 444, 324, 1)
(6416, 36, 10, 3, 965, 1258, 1)
(6421, 36, 8, 1, 1914, 1696, 0)
(6424, 40, 8, 2, 687, 1531, 1)
(6434, 24, 12, 1, 51, 980, 1)
(6436, 56, 8, 3, 280, 1531, 0)
(6442, 20, 15, 3, 1984, 1537, 1)
(6449, 36, 12, 2, 1258, 1809, 1)
(6450, 42, 12, 3, 320, 1080, 0)
(6452, 30, 8, 1, 795, 1258, 1)
(6474, 20, 12, 4, 1655, 123, 1)
(6475, 40, 15, 2, 1696, 201, 1)
(6478, 24, 12, 4, 1285, 977, 1)
(6480, 30, 12, 4, 1195, 320, 1)
(6485, 60, 8, 2, 1503, 852, 1)
(6486, 30, 10, 3, 1608, 1228, 1)
(6493, 48, 10, 3, 1909, 1072, 1)
(6507, 40, 10, 3, 1242, 554, 1)
(6513, 50, 12, 2, 587, 831, 1)
(6516, 48, 12, 3, 1109, 324, 1)
(6538, 50, 12, 3, 1521, 1754, 1)
(6556, 20, 15, 2, 253, 1608, 1)
(6560, 40, 15, 1, 766, 687, 1)
(6611, 50, 8, 4, 491, 11, 1)
(6613, 48, 12, 1, 835, 1914, 0)
(6616, 56, 8, 4, 1463, 349, 0)
(6620, 20, 10, 1, 831, 1754, 1)
(6630, 56, 10, 2, 312, 1667, 1)
(6638, 40, 10, 4, 1531, 312, 1)
(6656, 42, 15, 2, 1929, 1085, 1)
(6666, 40, 8, 4, 167, 835, 1)
(6669, 56, 12, 2, 253, 1739, 1)
(6670, 24, 12, 3, 1298, 11, 1)
(6674, 40, 8, 4, 1676, 1861, 1)
(6675, 56, 15, 4, 1152, 902, 1)
(6687, 56, 10, 1, 1531, 389, 1)
(6694, 48, 8, 3, 1197, 667, 1)
(6723, 56, 8, 2, 442, 1080, 1)
(6727, 40, 12, 2, 661, 1186, 1)
(6728, 60, 10, 4, 926, 1705, 1)
(6746, 48, 12, 3, 1613, 1834, 1)
(6748, 40, 10, 2, 902, 1590, 1)
(6751, 56, 15, 2, 1521, 998, 1)
(6756, 48, 15, 3, 1192, 829, 1)
(6761, 20, 8, 1, 1432, 1563, 1)
(6768, 42, 12, 1, 1984, 444, 1)
(6774, 40, 8, 1, 412, 123, 1)
(6782, 40, 8, 4, 581, 552, 1)
(6790, 20, 8, 4, 1613, 1705, 1)
(6792, 40, 15, 4, 1929, 1611, 1)
(6793, 40, 8, 2, 1724, 541, 1)
(6800, 40, 12, 3, 870, 635, 1)
(6822, 42, 10, 3, 839, 1361, 1)
(6833, 20, 10, 3, 300, 138, 1)
(6850, 50, 12, 3, 297, 1676, 1)
(6853, 56, 12, 4, 617, 870, 1)
(6867, 48, 12, 3, 1072, 1896, 1)
(6868, 20, 10, 2, 427, 442, 1)
(6877, 24, 12, 1, 839, 1492, 1)
(6885, 20, 10, 4, 281, 541, 1)
(6888, 36, 10, 2, 51, 1944, 1)
(6895, 24, 12, 2, 720, 1909, 1)
(6899, 48, 12, 2, 211, 1298, 1)
(6904, 42, 8, 1, 1129, 1982, 1)
(6905, 36, 15, 3, 1611, 297, 1)
(6906, 50, 15, 4, 442, 622, 1)
(6910, 42, 8, 1, 781, 1855, 1)
(6913, 42, 15, 1, 1198, 395, 1)
(6914, 24, 10, 1, 281, 913, 1)
(6916, 40, 8, 1, 1186, 1861, 0)
(6944, 24, 8, 4, 1186, 617, 1)
(6949, 60, 12, 3, 554, 745, 1)
(6951, 42, 8, 4, 1390, 167, 1)
(6957, 24, 8, 1, 1152, 493, 1)
(6970, 50, 12, 4, 775, 167, 1)
(6974, 50, 12, 4, 1390, 745, 1)
(6985, 60, 8, 4, 1825, 1984, 1)
(6987, 56, 15, 4, 1809, 1601, 1)
(6989, 56, 15, 2, 1563, 1934, 1)
