#(id,length,speed,channel,from,to,isDuplex)
(5074, 36, 12, 4, 48, 49, 1)
(5075, 40, 10, 2, 49, 50, 1)
(5076, 24, 15, 2, 41, 51, 1)
(5077, 24, 15, 2, 42, 52, 1)
(5078, 36, 12, 2, 44, 54, 1)
(5079, 24, 10, 3, 45, 55, 1)
(5080, 20, 15, 3, 46, 56, 1)
(5081, 40, 12, 4, 47, 57, 1)
(5082, 24, 10, 3, 48, 58, 1)
(5083, 20, 10, 4, 49, 59, 1)
(5084, 20, 15, 2, 50, 60, 1)
(5085, 20, 12, 3, 51, 52, 1)
(5086, 24, 10, 2, 52, 53, 1)
(5087, 36, 12, 3, 53, 54, 1)
(5088, 30, 12, 2, 54, 55, 1)
(5089, 20, 10, 1, 55, 56, 0)
(5090, 40, 12, 3, 56, 57, 1)
(5091, 30, 10, 2, 57, 58, 1)
(5092, 24, 12, 1, 58, 59, 0)
(5093, 20, 12, 1, 59, 60, 1)
(5094, 40, 10, 4, 51, 61, 1)
(5095, 30, 12, 2, 52, 62, 1)
(5096, 40, 10, 4, 53, 63, 1)
(5097, 20, 10, 1, 54, 64, 0)
(5098, 40, 15, 1, 55, 65, 1)
(5099, 20, 12, 3, 56, 66, 1)
(5100, 30, 12, 1, 58, 68, 1)
(5101, 20, 12, 1, 60, 70, 1)
(5102, 24, 10, 1, 61, 62, 1)
(5103, 40, 15, 2, 62, 63, 0)
(5104, 30, 15, 3, 63, 64, 1)
(5105, 30, 12, 4, 64, 65, 1)
(5106, 24, 15, 1, 66, 67, 1)
(5107, 20, 10, 3, 67, 68, 1)
(5108, 30, 15, 2, 68, 69, 1)
(5109, 30, 10, 3, 69, 70, 1)
(5110, 20, 15, 2, 61, 71, 1)
(5111, 36, 15, 4, 62, 72, 1)
(5112, 40, 15, 1, 63, 73, 1)
(5113, 24, 10, 2, 64, 74, 1)
(5114, 20, 12, 3, 65, 75, 1)
(5115, 40, 15, 2, 66, 76, 1)
(5116, 30, 12, 1, 67, 77, 1)
(5117, 40, 12, 4, 68, 78, 1)
(5118, 40, 15, 3, 69, 79, 1)
(5119, 24, 12, 4, 70, 80, 1)
(5120, 24, 15, 1, 71, 72, 1)
(5121, 20, 10, 3, 72, 73, 1)
(5122, 30, 12, 1, 73, 74, 1)
(5123, 36, 10, 1, 74, 75, 1)
(5124, 20, 12, 2, 75, 76, 1)
(5125, 30, 15, 4, 76, 77, 1)
(5126, 20, 15, 3, 77, 78, 1)
(5127, 36, 15, 4, 78, 79, 0)
(5128, 30, 10, 4, 79, 80, 1)
(5129, 36, 10, 2, 71, 81, 1)
(5130, 30, 10, 4, 73, 83, 1)
(5131, 24, 12, 1, 74, 84, 0)
(5132, 30, 10, 2, 75, 85, 1)
(5133, 24, 12, 2, 76, 86, 1)
(5134, 40, 10, 2, 78, 88, 1)
(5135, 30, 15, 1, 80, 90, 1)
(5136, 40, 10, 2, 81, 82, 1)
(5137, 40, 15, 1, 82, 83, 0)
(5138, 36, 10, 3, 83, 84, 1)
(5139, 40, 10, 2, 84, 85, 1)
(5140, 40, 10, 3, 86, 87, 1)
(5141, 24, 15, 3, 87, 88, 0)
(5142, 40, 15, 3, 88, 89, 1)
(5143, 20, 10, 2, 89, 90, 1)
(5144, 24, 15, 2, 81, 91, 1)
(5145, 30, 12, 2, 82, 92, 1)
(5146, 30, 10, 1, 83, 93, 1)
(5147, 30, 10, 2, 84, 94, 1)
(5148, 20, 12, 1, 85, 95, 1)
(5149, 36, 12, 3, 87, 97, 1)
(5150, 20, 15, 2, 88, 98, 1)
(5151, 40, 10, 2, 89, 99, 1)
(5152, 30, 15, 1, 90, 100, 1)
(5153, 20, 15, 1, 91, 92, 1)
(5154, 24, 10, 4, 92, 93, 1)
(5155, 30, 15, 2, 93, 94, 1)
(5156, 20, 10, 2, 94, 95, 1)
(5157, 30, 10, 2, 95, 96, 1)
(5158, 30, 15, 3, 96, 97, 1)
(5159, 40, 15, 1, 97, 98, 1)
(5160, 24, 10, 2, 98, 99, 1)
(5161, 20, 10, 1, 99, 100, 1)
