#(id,from,to,speed,planTime)
(10118, 52, 7, 8, 50)
(10119, 1, 99, 8, 5)
(10120, 65, 20, 8, 44)
(10121, 81, 39, 8, 23)
(10122, 18, 61, 8, 82)
(10123, 74, 9, 4, 70)
(10124, 51, 7, 8, 70)
(10125, 69, 13, 6, 21)
(10126, 71, 8, 8, 13)
(10127, 86, 21, 6, 32)
(10128, 6, 51, 6, 44)
(10129, 17, 61, 8, 12)
(10130, 100, 12, 4, 34)
(10131, 22, 80, 8, 19)
(10132, 76, 21, 8, 33)
(10133, 18, 82, 4, 8)
(10134, 70, 14, 6, 68)
(10135, 29, 92, 6, 41)
(10136, 28, 81, 4, 83)
(10137, 81, 39, 4, 35)
(10138, 47, 92, 6, 62)
(10139, 92, 37, 8, 90)
(10140, 36, 81, 8, 43)
(10141, 63, 8, 4, 88)
(10142, 84, 10, 8, 36)
(10143, 9, 94, 6, 9)
(10144, 17, 82, 6, 88)
(10145, 26, 81, 4, 28)
(10146, 92, 17, 6, 32)
(10147, 21, 80, 6, 20)
(10148, 94, 29, 4, 15)
(10149, 43, 100, 4, 16)
(10150, 91, 39, 6, 81)
(10151, 97, 11, 4, 29)
(10152, 98, 32, 8, 40)
(10153, 22, 100, 4, 18)
(10154, 32, 99, 6, 94)
(10155, 33, 88, 4, 89)
(10156, 87, 32, 8, 46)
(10157, 65, 10, 4, 63)
(10158, 47, 91, 8, 67)
(10159, 88, 1, 8, 8)
(10160, 48, 92, 4, 75)
(10161, 93, 39, 6, 91)
(10162, 99, 21, 4, 56)
(10163, 81, 17, 6, 36)
(10164, 32, 88, 6, 65)
(10165, 62, 18, 4, 78)
(10166, 29, 91, 4, 49)
(10167, 25, 90, 4, 47)
(10168, 48, 92, 4, 98)
(10169, 15, 100, 8, 52)
(10170, 3, 60, 6, 3)
(10171, 25, 90, 4, 86)
(10172, 18, 62, 8, 76)
(10173, 92, 49, 6, 93)
(10174, 95, 40, 6, 34)
(10175, 58, 1, 6, 94)
(10176, 68, 1, 8, 40)
(10177, 88, 1, 4, 94)
(10178, 100, 24, 4, 46)
(10179, 89, 23, 4, 59)
(10180, 58, 2, 8, 15)
(10181, 93, 29, 4, 59)
(10182, 62, 10, 4, 5)
(10183, 81, 38, 6, 50)
(10184, 3, 80, 4, 69)
(10185, 36, 91, 4, 16)
(10186, 20, 61, 6, 85)
(10187, 9, 53, 6, 49)
(10188, 90, 3, 6, 78)
(10189, 40, 93, 6, 27)
(10190, 69, 11, 4, 10)
(10191, 55, 10, 8, 90)
(10192, 48, 93, 8, 58)
(10193, 15, 90, 8, 56)
(10194, 58, 2, 6, 53)
(10195, 13, 88, 8, 82)
(10196, 27, 72, 8, 25)
(10197, 82, 30, 8, 84)
(10198, 7, 71, 6, 63)
(10199, 2, 88, 6, 87)
(10200, 88, 33, 6, 86)
(10201, 30, 71, 8, 79)
(10202, 22, 87, 8, 97)
(10203, 13, 79, 4, 23)
(10204, 81, 7, 6, 51)
(10205, 21, 79, 8, 98)
(10206, 19, 93, 4, 23)
(10207, 30, 94, 6, 3)
(10208, 76, 21, 6, 77)
(10209, 29, 73, 6, 17)
(10210, 62, 7, 8, 67)
(10211, 36, 81, 8, 11)
(10212, 53, 8, 8, 9)
(10213, 14, 80, 4, 97)
(10214, 5, 80, 8, 55)
(10215, 45, 100, 8, 30)
(10216, 58, 1, 6, 91)
(10217, 53, 8, 8, 45)
(10218, 31, 99, 8, 85)
(10219, 74, 20, 8, 97)
(10220, 94, 49, 4, 51)
(10221, 78, 3, 4, 10)
(10222, 97, 11, 6, 72)
(10223, 47, 92, 6, 48)
(10224, 21, 96, 4, 91)
(10225, 67, 11, 4, 60)
(10226, 76, 11, 8, 11)
(10227, 83, 38, 4, 14)
(10228, 11, 90, 4, 68)
(10229, 1, 58, 4, 27)
(10230, 71, 8, 6, 68)
(10231, 34, 100, 4, 10)
(10232, 49, 93, 8, 66)
(10233, 25, 100, 8, 36)
(10234, 75, 30, 4, 43)
(10235, 70, 2, 8, 33)
(10236, 4, 89, 8, 18)
(10237, 15, 80, 8, 54)
(10238, 20, 65, 6, 66)
(10239, 55, 10, 4, 52)
(10240, 2, 89, 6, 16)
(10241, 85, 20, 4, 12)
(10242, 19, 63, 6, 59)
(10243, 5, 80, 8, 28)
(10244, 95, 40, 4, 83)
(10245, 44, 99, 6, 74)
(10246, 20, 74, 4, 6)
(10247, 88, 33, 8, 22)
(10248, 100, 13, 8, 60)
(10249, 17, 71, 8, 82)
(10250, 48, 92, 6, 82)
(10251, 1, 67, 4, 45)
(10252, 70, 1, 8, 29)
(10253, 42, 100, 4, 39)
(10254, 83, 39, 6, 64)
(10255, 16, 61, 4, 3)
(10256, 49, 93, 8, 59)
(10257, 75, 30, 6, 68)
(10258, 16, 71, 8, 92)
(10259, 75, 10, 6, 74)
(10260, 5, 80, 8, 2)
(10261, 77, 1, 6, 88)
(10262, 60, 2, 4, 25)
(10263, 76, 1, 4, 47)
(10264, 93, 20, 8, 38)
(10265, 34, 99, 8, 66)
(10266, 47, 92, 8, 14)
(10267, 88, 12, 4, 1)
(10268, 1, 59, 6, 47)
(10269, 48, 91, 8, 76)
(10270, 68, 12, 6, 47)
(10271, 90, 25, 6, 33)
(10272, 82, 19, 8, 62)
(10273, 75, 20, 4, 20)
(10274, 57, 2, 6, 17)
(10275, 54, 9, 8, 77)
(10276, 74, 19, 4, 73)
(10277, 20, 93, 4, 88)
(10278, 97, 32, 4, 82)
(10279, 62, 17, 6, 77)
(10280, 69, 3, 8, 96)
(10281, 80, 1, 6, 15)
(10282, 8, 63, 8, 42)
(10283, 1, 69, 4, 57)
(10284, 29, 74, 8, 53)
(10285, 67, 12, 8, 60)
(10286, 96, 41, 6, 44)
(10287, 78, 22, 8, 63)
(10288, 71, 27, 8, 10)
(10289, 80, 2, 4, 98)
(10290, 86, 1, 4, 84)
(10291, 10, 72, 8, 87)
(10292, 68, 2, 6, 1)
(10293, 21, 90, 4, 92)
(10294, 33, 90, 6, 71)
(10295, 19, 93, 6, 41)
(10296, 45, 100, 4, 58)
(10297, 72, 19, 8, 85)
(10298, 82, 39, 6, 19)
(10299, 51, 10, 8, 21)
(10300, 53, 9, 4, 22)
(10301, 56, 1, 4, 13)
(10302, 62, 8, 8, 44)
(10303, 93, 18, 8, 6)
(10304, 21, 98, 8, 20)
(10305, 100, 13, 4, 38)
(10306, 5, 90, 4, 20)
(10307, 79, 13, 6, 45)
(10308, 92, 48, 4, 6)
(10309, 44, 99, 6, 91)
(10310, 70, 3, 4, 20)
(10311, 46, 91, 4, 59)
(10312, 24, 79, 8, 91)
(10313, 40, 95, 6, 80)
(10314, 67, 12, 8, 80)
(10315, 47, 92, 6, 60)
(10316, 66, 1, 8, 16)
(10317, 89, 32, 8, 55)
(10318, 75, 20, 8, 53)
(10319, 57, 1, 8, 49)
(10320, 12, 77, 4, 4)
(10321, 34, 89, 8, 91)
(10322, 11, 90, 4, 23)
(10323, 30, 72, 8, 2)
(10324, 66, 1, 4, 70)
(10325, 84, 19, 6, 50)
(10326, 42, 99, 4, 54)
(10327, 3, 100, 4, 36)
(10328, 11, 96, 8, 86)
(10329, 20, 93, 8, 7)
(10330, 88, 12, 6, 21)
(10331, 66, 1, 8, 75)
(10332, 35, 100, 8, 31)
(10333, 66, 11, 4, 81)
(10334, 36, 91, 8, 96)
(10335, 72, 20, 8, 10)
(10336, 42, 98, 4, 34)
(10337, 23, 79, 8, 92)
(10338, 37, 81, 8, 30)
(10339, 73, 29, 4, 2)
(10340, 86, 31, 4, 99)
(10341, 74, 10, 4, 26)
(10342, 23, 88, 4, 60)
(10343, 84, 30, 6, 34)
(10344, 6, 51, 4, 30)
(10345, 79, 14, 6, 9)
(10346, 92, 29, 6, 10)
(10347, 23, 78, 6, 63)
(10348, 67, 1, 8, 72)
(10349, 90, 11, 4, 74)
(10350, 16, 61, 4, 93)
(10351, 20, 95, 6, 42)
(10352, 34, 100, 8, 1)
(10353, 14, 69, 4, 64)
(10354, 19, 62, 8, 21)
(10355, 19, 62, 6, 3)
(10356, 6, 71, 4, 98)
(10357, 96, 41, 6, 90)
(10358, 78, 13, 8, 39)
(10359, 23, 79, 6, 93)
(10360, 87, 21, 6, 55)
(10361, 55, 10, 8, 45)
(10362, 44, 99, 6, 49)
(10363, 93, 29, 4, 50)
(10364, 99, 14, 8, 5)
(10365, 20, 62, 8, 74)
(10366, 47, 91, 4, 82)
(10367, 91, 9, 4, 17)
(10368, 49, 92, 6, 58)
(10369, 75, 30, 4, 45)
(10370, 86, 11, 6, 25)
(10371, 13, 98, 8, 58)
(10372, 44, 99, 8, 42)
(10373, 92, 28, 4, 57)
(10374, 45, 100, 8, 73)
(10375, 36, 91, 8, 92)
(10376, 42, 97, 8, 15)
(10377, 40, 95, 4, 13)
(10378, 93, 18, 6, 58)
(10379, 53, 8, 6, 80)
(10380, 78, 22, 8, 96)
(10381, 79, 4, 8, 25)
(10382, 89, 33, 4, 49)
(10383, 35, 100, 4, 7)
(10384, 44, 100, 6, 76)
(10385, 54, 9, 6, 94)
(10386, 78, 3, 8, 5)
(10387, 48, 92, 6, 19)
(10388, 94, 29, 6, 28)
(10389, 76, 11, 8, 54)
(10390, 71, 10, 4, 42)
(10391, 96, 31, 6, 24)
(10392, 55, 10, 8, 36)
(10393, 98, 21, 4, 48)
(10394, 85, 40, 8, 52)
(10395, 85, 30, 6, 85)
(10396, 75, 10, 8, 17)
(10397, 93, 8, 8, 64)
(10398, 64, 9, 6, 98)
(10399, 17, 91, 8, 98)
(10400, 79, 4, 8, 52)
(10401, 33, 100, 8, 23)
(10402, 71, 6, 6, 15)
(10403, 46, 91, 8, 38)
(10404, 79, 2, 8, 11)
(10405, 60, 4, 4, 13)
(10406, 29, 84, 4, 22)
(10407, 76, 11, 8, 19)
(10408, 41, 98, 6, 48)
(10409, 69, 2, 8, 50)
(10410, 82, 38, 6, 67)
(10411, 73, 28, 4, 92)
(10412, 69, 12, 6, 26)
(10413, 47, 92, 8, 49)
(10414, 23, 99, 8, 53)
(10415, 91, 9, 6, 15)
(10416, 42, 97, 8, 56)
(10417, 69, 4, 8, 57)
(10418, 89, 2, 4, 29)
(10419, 90, 1, 6, 15)
(10420, 44, 100, 6, 88)
(10421, 67, 12, 4, 91)
(10422, 72, 8, 6, 97)
(10423, 42, 100, 6, 51)
(10424, 3, 89, 4, 18)
(10425, 76, 1, 8, 83)
(10426, 97, 32, 4, 45)
(10427, 61, 7, 4, 21)
(10428, 27, 91, 8, 15)
(10429, 66, 1, 4, 72)
(10430, 65, 10, 6, 43)
(10431, 85, 40, 6, 50)
(10432, 58, 2, 4, 88)
(10433, 63, 9, 6, 63)
(10434, 40, 94, 8, 16)
(10435, 72, 28, 4, 86)
(10436, 72, 20, 4, 19)
(10437, 18, 61, 4, 52)
(10438, 22, 79, 6, 15)
(10439, 13, 90, 6, 94)
(10440, 29, 71, 6, 16)
(10441, 45, 100, 4, 9)
(10442, 67, 12, 6, 3)
(10443, 22, 78, 6, 15)
(10444, 19, 84, 6, 63)
(10445, 91, 49, 8, 60)
(10446, 68, 1, 8, 73)
(10447, 10, 94, 8, 42)
(10448, 70, 5, 4, 54)
(10449, 17, 82, 8, 57)
(10450, 71, 27, 6, 22)
(10451, 80, 12, 6, 79)
(10452, 16, 81, 4, 34)
(10453, 84, 9, 6, 83)
(10454, 43, 100, 6, 6)
(10455, 90, 2, 8, 5)
(10456, 57, 1, 6, 70)
(10457, 32, 87, 8, 25)
(10458, 34, 89, 8, 59)
(10459, 43, 100, 8, 28)
(10460, 93, 49, 6, 24)
(10461, 40, 93, 8, 23)
(10462, 7, 82, 8, 4)
(10463, 20, 64, 6, 97)
(10464, 31, 87, 4, 93)
(10465, 74, 20, 4, 11)
(10466, 16, 91, 6, 42)
(10467, 73, 10, 4, 42)
(10468, 66, 1, 8, 36)
(10469, 29, 71, 4, 80)
(10470, 2, 77, 4, 88)
(10471, 97, 2, 6, 81)
(10472, 19, 81, 4, 84)
(10473, 56, 1, 6, 80)
(10474, 30, 71, 4, 91)
(10475, 42, 99, 6, 19)
(10476, 62, 20, 4, 89)
(10477, 55, 10, 4, 75)
(10478, 11, 100, 8, 33)
(10479, 4, 70, 8, 36)
(10480, 98, 12, 4, 91)
(10481, 81, 9, 8, 84)
(10482, 67, 11, 4, 13)
(10483, 21, 90, 6, 33)
(10484, 63, 10, 4, 67)
(10485, 5, 70, 6, 21)
(10486, 53, 8, 6, 98)
(10487, 55, 10, 6, 43)
(10488, 8, 53, 4, 6)
(10489, 83, 28, 6, 1)
(10490, 4, 59, 8, 66)
(10491, 48, 91, 4, 44)
(10492, 38, 92, 4, 8)
(10493, 35, 100, 8, 89)
(10494, 78, 22, 8, 82)
(10495, 40, 94, 4, 8)
(10496, 68, 2, 4, 57)
(10497, 47, 91, 6, 78)
(10498, 30, 94, 6, 84)
(10499, 65, 10, 8, 72)
(10500, 27, 91, 6, 80)
(10501, 71, 16, 8, 78)
(10502, 14, 100, 4, 28)
(10503, 26, 71, 6, 22)
(10504, 18, 72, 8, 67)
(10505, 74, 9, 6, 52)
(10506, 57, 2, 6, 18)
(10507, 32, 99, 4, 64)
(10508, 47, 92, 6, 98)
(10509, 40, 85, 4, 67)
(10510, 83, 38, 4, 19)
(10511, 9, 62, 6, 84)
(10512, 79, 21, 8, 17)
(10513, 4, 79, 4, 67)
(10514, 19, 92, 8, 48)
(10515, 50, 92, 6, 3)
(10516, 26, 81, 6, 26)
(10517, 1, 89, 4, 57)
(10518, 56, 1, 4, 32)
(10519, 59, 1, 4, 3)
(10520, 86, 21, 4, 43)
(10521, 30, 73, 4, 39)
(10522, 10, 73, 8, 63)
(10523, 65, 10, 6, 33)
(10524, 50, 95, 8, 15)
(10525, 59, 2, 4, 90)
(10526, 99, 22, 8, 65)
(10527, 18, 62, 4, 44)
(10528, 31, 96, 8, 40)
(10529, 59, 1, 4, 80)
(10530, 49, 91, 8, 2)
(10531, 43, 100, 8, 48)
(10532, 81, 6, 8, 89)
(10533, 60, 1, 6, 52)
(10534, 84, 40, 6, 21)
(10535, 80, 24, 8, 38)
(10536, 74, 20, 4, 32)
(10537, 44, 100, 8, 96)
(10538, 62, 10, 8, 61)
(10539, 87, 31, 8, 96)
(10540, 93, 10, 6, 36)
(10541, 28, 92, 6, 74)
(10542, 11, 86, 6, 39)
(10543, 75, 20, 4, 53)
(10544, 58, 2, 8, 16)
(10545, 87, 31, 4, 42)
(10546, 87, 1, 6, 21)
(10547, 20, 61, 6, 89)
(10548, 87, 22, 6, 75)
(10549, 16, 81, 6, 85)
(10550, 22, 97, 6, 21)
(10551, 9, 84, 8, 67)
(10552, 95, 10, 8, 10)
(10553, 92, 50, 6, 25)
(10554, 72, 28, 8, 71)
(10555, 63, 20, 6, 7)
(10556, 12, 69, 8, 66)
(10557, 90, 5, 8, 45)
(10558, 39, 93, 8, 39)
(10559, 92, 9, 6, 18)
(10560, 99, 21, 8, 38)
(10561, 60, 1, 4, 35)
(10562, 22, 80, 8, 57)
(10563, 64, 20, 4, 51)
(10564, 69, 13, 8, 79)
(10565, 21, 77, 6, 47)
(10566, 78, 21, 8, 37)
(10567, 79, 11, 8, 55)
(10568, 91, 39, 8, 20)
(10569, 94, 40, 8, 70)
(10570, 4, 89, 6, 14)
(10571, 66, 11, 4, 85)
(10572, 44, 100, 8, 92)
(10573, 71, 27, 4, 85)
(10574, 44, 99, 6, 13)
(10575, 99, 41, 6, 26)
(10576, 18, 92, 4, 22)
(10577, 100, 25, 6, 19)
(10578, 53, 8, 6, 83)
(10579, 71, 8, 8, 79)
(10580, 40, 84, 4, 24)
(10581, 61, 9, 6, 88)
(10582, 62, 17, 8, 73)
(10583, 64, 10, 6, 73)
(10584, 81, 40, 8, 41)
(10585, 98, 23, 4, 13)
(10586, 44, 100, 8, 62)
(10587, 96, 1, 8, 97)
(10588, 33, 100, 6, 15)
(10589, 17, 92, 8, 96)
(10590, 4, 99, 4, 75)
(10591, 99, 13, 6, 14)
(10592, 29, 74, 6, 44)
(10593, 12, 80, 6, 38)
(10594, 78, 22, 4, 18)
(10595, 40, 82, 6, 19)
(10596, 2, 87, 8, 21)
(10597, 23, 89, 8, 51)
(10598, 35, 90, 6, 78)
(10599, 99, 41, 6, 37)
(10600, 88, 21, 4, 36)
(10601, 91, 38, 4, 7)
(10602, 14, 99, 4, 65)
(10603, 22, 89, 4, 84)
(10604, 41, 97, 4, 84)
(10605, 17, 92, 8, 21)
(10606, 69, 13, 4, 55)
(10607, 66, 11, 4, 96)
(10608, 98, 12, 6, 41)
(10609, 28, 72, 6, 21)
(10610, 20, 91, 6, 37)
(10611, 80, 14, 4, 49)
(10612, 30, 72, 4, 31)
(10613, 11, 100, 4, 13)
(10614, 55, 10, 8, 6)
(10615, 30, 82, 8, 15)
(10616, 52, 8, 4, 96)
(10617, 50, 92, 6, 88)
(10618, 45, 100, 8, 20)
(10619, 5, 60, 6, 69)
(10620, 31, 88, 6, 37)
(10621, 25, 80, 8, 94)
(10622, 38, 91, 8, 23)
(10623, 58, 3, 6, 98)
(10624, 68, 1, 8, 55)
(10625, 46, 91, 8, 14)
(10626, 34, 90, 8, 14)
(10627, 87, 1, 8, 33)
(10628, 99, 21, 8, 47)
(10629, 67, 12, 6, 80)
(10630, 34, 99, 4, 60)
(10631, 50, 94, 8, 63)
(10632, 86, 31, 6, 79)
(10633, 73, 8, 4, 73)
(10634, 12, 87, 8, 65)
(10635, 76, 1, 8, 61)
(10636, 89, 3, 8, 58)
(10637, 96, 1, 8, 55)
(10638, 72, 9, 6, 26)
(10639, 20, 64, 8, 55)
(10640, 24, 90, 6, 91)
(10641, 43, 100, 4, 19)
(10642, 74, 30, 4, 35)
(10643, 65, 20, 8, 14)
(10644, 87, 1, 8, 37)
(10645, 61, 20, 6, 37)
(10646, 65, 20, 8, 65)
(10647, 40, 83, 4, 50)
(10648, 6, 91, 4, 88)
(10649, 8, 51, 8, 26)
(10650, 45, 100, 4, 16)
(10651, 44, 99, 6, 3)
(10652, 94, 19, 6, 74)
(10653, 78, 11, 8, 39)
(10654, 46, 91, 4, 23)
(10655, 17, 71, 6, 38)
(10656, 20, 82, 6, 27)
(10657, 50, 93, 8, 85)
(10658, 59, 4, 8, 64)
(10659, 7, 71, 8, 32)
(10660, 68, 3, 8, 95)
(10661, 9, 94, 8, 24)
(10662, 18, 81, 4, 38)
(10663, 14, 100, 8, 8)
(10664, 24, 100, 6, 19)
(10665, 74, 19, 6, 38)
(10666, 40, 93, 8, 9)
(10667, 13, 68, 4, 44)
(10668, 51, 8, 4, 5)
(10669, 3, 79, 4, 96)
(10670, 21, 86, 6, 84)
(10671, 56, 1, 6, 73)
(10672, 17, 91, 6, 74)
(10673, 96, 41, 8, 31)
(10674, 52, 8, 8, 11)
(10675, 67, 11, 6, 22)
(10676, 11, 66, 4, 77)
(10677, 35, 90, 4, 68)
(10678, 43, 100, 6, 61)
(10679, 17, 62, 4, 5)
(10680, 57, 1, 6, 8)
(10681, 15, 70, 4, 83)
(10682, 58, 2, 6, 76)
(10683, 43, 99, 6, 62)
(10684, 47, 91, 8, 82)
(10685, 15, 90, 4, 82)
(10686, 27, 82, 8, 79)
(10687, 99, 24, 4, 55)
(10688, 80, 15, 6, 87)
(10689, 72, 9, 4, 48)
(10690, 19, 93, 4, 49)
(10691, 91, 7, 6, 28)
(10692, 60, 4, 4, 38)
(10693, 68, 11, 4, 29)
(10694, 76, 1, 6, 83)
(10695, 27, 72, 6, 61)
(10696, 88, 3, 8, 24)
(10697, 33, 88, 4, 84)
(10698, 22, 79, 8, 52)
(10699, 4, 99, 6, 18)
(10700, 98, 2, 4, 23)
(10701, 77, 21, 4, 57)
(10702, 94, 30, 8, 83)
(10703, 34, 100, 8, 62)
(10704, 78, 3, 8, 16)
(10705, 91, 6, 4, 53)
(10706, 72, 29, 4, 29)
(10707, 9, 51, 4, 48)
(10708, 29, 91, 8, 37)
(10709, 93, 38, 4, 76)
(10710, 47, 91, 8, 67)
(10711, 25, 100, 6, 59)
(10712, 92, 30, 4, 87)
(10713, 44, 100, 8, 33)
(10714, 30, 84, 6, 21)
(10715, 97, 31, 8, 63)
(10716, 52, 7, 6, 93)
(10717, 75, 20, 4, 28)
(10718, 77, 2, 4, 54)
(10719, 36, 81, 8, 16)
(10720, 86, 1, 4, 31)
(10721, 35, 90, 8, 46)
(10722, 77, 21, 8, 13)
(10723, 97, 2, 4, 59)
(10724, 41, 96, 8, 95)
(10725, 28, 73, 6, 7)
(10726, 78, 13, 6, 77)
(10727, 9, 71, 8, 56)
(10728, 54, 9, 4, 58)
(10729, 24, 99, 8, 75)
(10730, 81, 9, 4, 74)
(10731, 78, 11, 8, 27)
(10732, 73, 9, 8, 32)
(10733, 33, 89, 4, 51)
(10734, 35, 90, 4, 16)
(10735, 42, 100, 8, 71)
(10736, 6, 51, 4, 30)
(10737, 67, 12, 4, 79)
(10738, 23, 90, 6, 38)
(10739, 29, 83, 4, 88)
(10740, 91, 29, 8, 13)
(10741, 99, 23, 8, 45)
(10742, 81, 26, 8, 75)
(10743, 60, 1, 6, 99)
(10744, 93, 29, 4, 88)
(10745, 51, 9, 6, 29)
(10746, 25, 90, 6, 96)
(10747, 96, 21, 8, 65)
(10748, 76, 11, 6, 14)
(10749, 85, 10, 6, 91)
(10750, 6, 61, 6, 30)
(10751, 54, 9, 8, 21)
(10752, 97, 2, 6, 75)
(10753, 2, 87, 8, 95)
(10754, 57, 1, 8, 31)
(10755, 58, 3, 4, 54)
(10756, 1, 86, 4, 8)
(10757, 11, 66, 4, 31)
(10758, 29, 82, 6, 99)
(10759, 7, 81, 8, 23)
(10760, 76, 11, 4, 57)
(10761, 73, 29, 4, 6)
(10762, 43, 98, 8, 58)
(10763, 35, 90, 8, 73)
(10764, 23, 100, 6, 27)
(10765, 74, 10, 8, 60)
(10766, 37, 92, 4, 32)
(10767, 3, 79, 8, 30)
(10768, 74, 20, 4, 56)
(10769, 39, 92, 8, 23)
(10770, 100, 25, 4, 65)
(10771, 97, 42, 8, 29)
(10772, 64, 20, 6, 71)
(10773, 43, 99, 6, 44)
(10774, 71, 19, 4, 50)
(10775, 85, 20, 4, 60)
(10776, 39, 91, 4, 71)
(10777, 15, 90, 8, 19)
(10778, 35, 90, 8, 2)
(10779, 11, 79, 4, 3)
(10780, 80, 2, 6, 54)
(10781, 79, 21, 6, 9)
(10782, 26, 81, 8, 46)
(10783, 54, 9, 6, 85)
(10784, 49, 92, 4, 57)
(10785, 87, 11, 4, 6)
(10786, 88, 12, 8, 13)
(10787, 74, 20, 6, 60)
(10788, 87, 32, 8, 19)
(10789, 45, 100, 4, 20)
(10790, 70, 4, 6, 85)
(10791, 43, 98, 8, 88)
(10792, 18, 82, 4, 50)
(10793, 20, 85, 6, 49)
(10794, 78, 23, 6, 82)
(10795, 55, 10, 4, 46)
(10796, 59, 2, 6, 91)
(10797, 95, 40, 8, 37)
(10798, 88, 32, 6, 83)
(10799, 82, 27, 6, 52)
(10800, 41, 98, 4, 52)
(10801, 99, 11, 4, 4)
(10802, 18, 62, 8, 81)
(10803, 79, 22, 4, 30)
(10804, 47, 91, 4, 44)
(10805, 44, 99, 8, 33)
(10806, 54, 10, 8, 55)
(10807, 99, 24, 4, 13)
(10808, 4, 90, 6, 38)
(10809, 1, 80, 6, 74)
(10810, 47, 92, 4, 35)
(10811, 18, 73, 6, 48)
(10812, 17, 92, 4, 58)
(10813, 15, 90, 8, 77)
(10814, 70, 15, 4, 73)
(10815, 21, 100, 8, 79)
(10816, 79, 13, 8, 34)
(10817, 3, 89, 6, 57)
(10818, 18, 73, 8, 96)
(10819, 54, 10, 8, 61)
(10820, 8, 51, 8, 49)
